formula,target
Ba0.23060896 Bi0.08511219 B0.13040064 O0.55387821,0
Ca0.11503044 Mn0.12730725 Si0.17177487 O0.58588744,1
K0.14461009 Al0.04453224 P0.19192979 O0.61892788,1
Pr0.01293544 Al0.10248315 Si0.2357139 O0.64886751,1
Si0.00155354 Bi0.02379861 B0.37433715 O0.60031071,1
Tl0.07430533 Si0.29618067 O0.629514,1
Ti0.02027351 B0.37027055 Pb0.00675155 O0.60270439,0
Ba0.10554263 Al0.03647924 B0.27908665 O0.57889147,0
K0.08074096 Si0.00026705 B0.35123497 O0.56775702,1
Sr0.07583468 B0.25068741 Pb0.11080606 O0.56267185,0
Ba0.05522189 Cd0.01478794 B0.34399213 O0.58599803,1
Zn0.0490119 Ge0.22172461 Bi0.09472095 O0.63454254,0
Ge0.25532342 Pb0.07567924 W0.02066781 O0.64832953,1
Na0.27655504 Cu0.02740542 Si0.17678553 O0.51925401,0
Mg0.15859325 Ga0.03748195 B0.23564345 O0.56828135,1
Ge0.20777325 Sb0.15035852 Pb0.00039198 O0.64147625,0
Li0.09185591 Ca0.12629364 B0.24385154 O0.53799891,0
La0.01706599 Zn0.11675736 Ge0.24127343 O0.62490321,1
Li0.16542399 Be0.09374873 B0.22574662 O0.51508066,1
Ba0.03075646 Mg0.17492101 Si0.19621502 O0.59810751,1
Mg0.06048223 Zn0.10480429 Si0.22314232 O0.61157116,0
Ba0.07279887 La0.03938469 Ge0.25198017 O0.63583626,0
Cd0.06918196 Si0.25003822 Bi0.04460856 O0.63617125,1
Ba0.02387611 Ga0.02434945 Si0.29712472 O0.65464972,1
Sr0.12411065 V0.21479392 O0.66109544,1
K0.24768117 Ga0.15770716 Ge0.07807011 O0.51654155,0
Zn0.03144227 Si0.2919305 Pb0.03066198 O0.64596525,0
Ba0.08066545 Be0.1830974 Ge0.15749143 O0.57874572,0
Sr0.06323075 Li0.14617637 Si0.21809132 O0.57250156,1
Ba0.05655267 Ti0.12630291 Si0.16932865 O0.64781578,0
K0.04486911 Na0.1370599 Si0.24236883 O0.57570216,1
Ag0.085944 B0.17164243 P0.12627941 O0.61613417,1
Ti0.06545216 B0.2867508 Pb0.04338325 O0.60441378,0
Sb0.21686201 Pb0.15261499 I0.30522999 O0.32529301,1
Al0.09359741 Cd0.15439477 Bi0.18288678 O0.56912105,1
Mg0.05990601 Al0.27103022 Si0.06753748 O0.60152629,0
Ca0.11337111 La0.0423906 Ge0.2224271 O0.6218112,0
Li0.53810513 P0.02378859 W0.02739556 O0.41071072,0
Mg0.14307937 Mn0.06378385 P0.16750673 O0.62563005,1
Na0.25214357 Si0.18525243 Sn0.02200911 O0.54059488,1
Na0.06189826 Ca0.18875224 Si0.17654938 O0.57280012,1
Cd0.15227412 Si0.23181726 O0.61590863,0
Na0.35799756 Ti0.02330549 B0.15723488 O0.46146208,1
Yb0.00692123 Zn0.12080758 P0.21173765 O0.66053355,1
Cs0.14829231 Si0.23281265 Pb0.03956179 O0.57933325,1
Cs0.19405005 Ti0.00939805 Ga0.27229232 O0.52425959,1
Ga0.10185996 B0.28051045 Pb0.02203699 O0.5955926,1
Na0.0307345 La0.01408511 Si0.30622849 O0.6489519,1
Ge0.23354678 B0.0947354 Pb0.03126058 O0.64045724,1
Zn0.11188232 B0.13082641 P0.12833409 O0.62895717,1
Cd0.27208331 Bi0.07350002 O0.11025003 F0.54416663,0
Ba0.10116683 Li0.14468906 Ge0.19354425 O0.56059986,0
Na0.16195555 Si0.24161931 Ni0.01610437 O0.58032077,0
B0.35337063 Pb0.05828671 O0.58834266,1
Ba0.0149316 La0.04216104 B0.34589368 O0.59701368,1
V0.15508056 P0.12993967 W0.0006073 O0.71437247,1
K0.20623036 Na0.11750785 P0.11750785 O0.35252356 F0.20623036,0
Mg0.20465632 Al0.04340914 Si0.16072151 O0.59121304,1
Ti0.1079322 Ge0.16434913 Bi0.0732624 O0.65445627,1
Ge0.26423319 B0.08259129 Pb0.00041109 O0.65276442,1
Ti0.21116395 Bi0.02550562 Pb0.15137204 O0.61195838,0
Tl0.16997178 B0.16834902 Pb0.1620849 O0.49959431,0
B0.38891228 Pb0.01385966 O0.59722807,0
Ba0.03378959 Yb0.00168428 B0.37128405 O0.59324208,0
Zr0.05191847 Al0.1664001 Si0.14274811 O0.63893332,0
Na0.1617306 Pr0.0002451 Si0.25226378 O0.58576052,1
K0.03068944 B0.29377348 Pb0.10976607 O0.56577101,1
Ba0.05964212 Nb0.02998149 Si0.25859351 O0.65178287,1
Ca0.2343371 Sn0.01806497 P0.14148453 O0.6061134,0
Ba0.12215208 P0.2159131 O0.66193482,1
K0.06816374 Na0.27471359 Ge0.16189467 O0.49522801,1
Li0.31506039 B0.20977332 P0.00085032 O0.47431597,1
Ba0.02252278 Al0.06134697 Zn0.0763382 P0.15267639 O0.45802918 F0.22908647,0
Fe0.06806648 Si0.24396026 Pb0.0489765 O0.63899675,0
Ag0.14466857 P0.21831179 Br0.03781176 O0.59920788,1
Ba0.05743471 Zn0.0095934 Si0.28864793 O0.64432397,1
Ba0.10964615 Er0.05599404 In0.08377432 P0.05599404 O0.22397617 F0.47061527,1
Li0.54993552 B0.04178467 P0.02018144 O0.38809836,0
Ba0.01425599 Si0.03637922 P0.24638582 O0.70297897,1
Na0.11392402 Nb0.00405995 B0.32596165 O0.55605437,0
Mg0.09959578 Al0.01968467 Si0.25053226 O0.6301873,0
Na0.32815941 Si0.16925363 O0.50258696,1
Li0.07325593 Ga0.05816146 Si0.24823749 O0.62034512,0
Ca0.15612002 Ti0.12559199 Si0.10366133 O0.61462666,0
Ga0.20079349 Bi0.00031927 Pb0.24860905 O0.55027819,1
Ba0.08009238 Si0.27993842 O0.63996921,0
Al0.10915587 Zn0.06259739 P0.12519479 O0.37558436 F0.3274676,0
Sr0.00076906 Ga0.3826245 Bi0.01676026 O0.59984619,0
V0.0500855 B0.3298803 O0.6200342,1
Na0.10716366 Mg0.12297998 B0.23731782 O0.53253854,1
K0.20571882 Al0.11369891 B0.16286979 O0.51771247,0
Sr0.09478993 Si0.27014005 O0.63507002,1
Be0.04588157 Zn0.16307048 Si0.19403197 O0.59701598,1
Li0.38253305 Ga0.01088486 B0.15959531 O0.44698678,0
K0.06826597 Al0.06306689 P0.21140966 O0.65725748,1
Na0.1467022 Al0.1667632 Ge0.1210129 O0.5655217,0
Cs0.07516834 Ta0.02677987 Al0.31740718 O0.58064461,0
Ca0.18002214 Al0.09682656 P0.02420912 O0.07262736 F0.62631483,0
Al0.09292995 Ge0.2457841 Pb0.01516142 O0.64612453,0
Ba0.08609889 Mg0.07689386 Si0.2246715 O0.61233575,1
Ba0.06006985 Si0.12097657 B0.20677223 O0.61218134,1
Mg0.20338416 Cd0.02693378 Si0.17978804 O0.58989402,1
Zn0.04711 B0.27204846 Mo0.05641472 O0.62442683,0
Na0.1728683 Mn0.10218615 P0.11590165 O0.34770495 F0.26133895,1
Na0.2485408 Ga0.24819896 B0.00267655 O0.50058368,0
Ba0.0377361 La0.00756674 Si0.30187031 O0.65282684,1
Ca0.25758383 Si0.16161078 O0.58080539,0
Li0.20145163 Nb0.19937787 O0.5991705,0
Nd0.00023825 Al0.00589682 Si0.32822078 O0.66564416,1
Li0.04211786 Mg0.02602157 B0.35391203 O0.57794854,0
K0.09393891 Nb0.04696946 Ga0.11001667 Pb0.04573608 O0.04696946 F0.65636943,1
Na0.25927239 La0.03352097 Si0.175763 O0.53144364,1
Na0.23572698 Si0.08731119 B0.15379039 O0.52317144,1
Mg0.10603259 Ga0.06363513 B0.25153879 O0.57879348,1
Ca0.18460974 Fe0.09724357 Si0.12922387 O0.58892283,0
Ag0.30102263 P0.13180206 I0.17431766 O0.39285765,1
K0.09961459 Al0.09080912 Ge0.20785178 O0.60172452,1
Ba0.0826189 Ti0.07255236 Si0.20570171 O0.63912703,0
Ca0.08916631 Ge0.04625217 P0.1696413 O0.5166076 F0.17833262,1
Sr0.12811186 Ti0.24704238 Ga0.00105966 O0.6237861,0
Ba0.04850912 Al0.06181915 B0.29937356 O0.59029818,1
Ba0.09184584 La0.01920213 P0.18504399 O0.46260997 F0.24129807,0
Ba0.01917387 La0.02350796 B0.36115294 O0.59616523,1
Si0.08202251 Pb0.33933682 I0.15051763 O0.42812303,0
Ba0.14932438 B0.2805405 O0.57013512,0
Cd0.1186355 Si0.10344977 B0.18095188 O0.59696285,1
Sr0.03573719 Zn0.021869 B0.35391504 O0.58847876,1
Mg0.20534377 Zr0.00854218 Si0.18789531 O0.59821874,1
Li0.33125385 Si0.02115747 B0.17585872 O0.47172995,1
Nd0.02033286 Mn0.02523592 B0.3594784 O0.59495282,1
Dy0.04252495 Ga0.08462107 Ge0.22737832 O0.64547566,1
Ti0.05752844 V0.17341652 P0.06298767 O0.70606737,1
Li0.37611505 As0.11301035 P0.04380044 O0.46707416,0
La0.07911829 Ga0.32088171 O0.6,1
Li0.26583067 Si0.18983157 Sn0.01058643 O0.53375133,0
Li0.39480826 Nb0.04438296 Si0.08414908 O0.47665969,0
Ge0.23894179 Sb0.11312099 Pb0.00018608 O0.64775114,1
La0.01677256 B0.38322744 O0.6,0
Tl0.02851913 Ga0.08596318 Si0.24743779 O0.63807991,0
Na0.01348435 Li0.41253934 B0.14438578 O0.42959052,1
Cd0.10865503 Mo0.06961157 P0.14406962 O0.67766378,0
Cu0.31797164 Mo0.04062253 P0.08072971 Cl0.15599688 O0.40467924,1
K0.40449798 Ge0.1309864 Pb0.00014691 O0.46436871,1
Hf0.00910658 Ge0.3064544 Pb0.02665854 O0.65778049,1
V0.15976357 Bi0.03130586 P0.10358939 O0.70534118,1
Na0.26398589 Al0.08023421 P0.11526732 O0.54051257,1
Li0.13397578 Ga0.08060823 Si0.19917191 O0.58624407,0
K0.0012677 Bi0.08021312 B0.31902626 O0.59949292,1
K0.36079123 P0.09123078 W0.03487636 O0.51310163,0
Sr0.00617402 Zn0.06308629 B0.34459175 O0.58614794,0
V0.23902766 Bi0.03341719 P0.0228172 O0.70473794,0
Li0.37635853 Si0.14515407 O0.4784874,1
Li0.56099129 Ta0.00883979 P0.03644965 O0.39371926,0
Na0.23665376 V0.1634459 Fe0.02918348 O0.57071686,1
Ba0.08399217 Ti0.00187063 Al0.33056151 O0.58357569,1
Al0.00022415 B0.37960348 Pb0.02504735 O0.59445257 F0.00067245,0
V0.28571429 O0.71428571,0
Na0.55206871 Ti0.05368822 B0.00433291 O0.38991016,0
Si0.2691555 Bi0.04084978 Pb0.04520453 O0.64479019,1
Ag0.23953708 P0.12955724 W0.03306353 I0.10997984 O0.48786231,1
Al0.11253629 Ge0.14008009 Pb0.06480728 O0.34496746 F0.33760887,1
Zn0.02953479 Mo0.05217927 P0.20920381 O0.70908213,1
Ba0.06815158 Ga0.11149384 Ge0.19498741 O0.62536717,0
Ti0.00395219 Mn0.10469707 B0.31149971 O0.57985102,0
Al0.0570267 Ge0.11034035 Pb0.22043608 O0.44111677 F0.1710801,1
Al0.15960904 Zn0.04017376 P0.08034752 O0.24104255 F0.47882713,0
V0.23791082 P0.04074864 Pb0.01234594 O0.7089946,0
Si0.05064825 Ge0.2326605 P0.04287822 O0.67381304,1
La0.00638809 Si0.24247724 P0.07331373 O0.67782094,0
V0.10144756 P0.05444 W0.11359839 O0.73051406,0
K0.31290076 Si0.17688295 O0.51021628,0
Ge0.19189402 B0.1591825 Pb0.01318084 O0.63574264,1
Sb0.05188802 P0.24865141 O0.69946057,1
Ba0.03981867 La0.01207328 B0.35607178 O0.59203627,1
Sr0.1292755 V0.01090125 B0.28131785 O0.5785054,1
Ca0.12901394 Fe0.25649927 Bi0.04028958 O0.57419721,1
Sr0.06521153 V0.08668766 B0.22646806 O0.62163276,0
Ge0.27591972 Bi0.055512 Pb0.01673043 O0.65183786,1
Li0.12828809 Ta0.00195493 B0.32029024 O0.54946674,1
Ti0.08201271 Al0.04211773 Si0.21622251 O0.65964704,1
Cs0.0004957 Ge0.33308548 O0.66641882,1
Al0.04953794 Si0.11769019 P0.14945274 O0.68331913,1
Li0.35287681 Si0.1521627 W0.00354917 O0.49141132,1
In0.04339023 B0.2817066 Pb0.09362897 O0.58127421,0
Al0.02852966 Si0.25032231 Bi0.07108356 O0.65006446,0
Nd0.02029233 Al0.03788905 Si0.28484885 O0.65696977,1
Cr0.01816987 Sb0.0909036 P0.20780466 O0.68312186,0
Mg0.11107241 Ti0.11210573 P0.12615371 O0.65066815,0
Zr0.02827931 Bi0.0937799 B0.27228492 O0.60565586,1
Ba0.01230827 Na0.19261504 P0.19261504 O0.57784512 F0.02461653,1
K0.06860098 B0.32649193 P0.02310534 O0.58180175,1
Ca0.15360171 Ti0.10723444 Si0.12369775 O0.6154661,1
Cd0.16072753 P0.19386998 O0.64540249,0
Sr0.26113252 Al0.13292195 Bi0.05817203 O0.5477735,0
Nd0.00119929 Al0.00791556 Si0.32573762 O0.66514752,1
Li0.49337174 P0.0647379 Cl0.06671946 O0.3751709,1
Tl0.02980813 Cd0.07469183 B0.32236166 O0.57313838,0
Ca0.1448325 Al0.096355 B0.18777899 O0.5710335,1
Ca0.06042839 Ga0.06569287 Si0.23830369 O0.63557506,1
Sr0.03498508 Si0.08567445 B0.2692026 O0.61013787,1
Sr0.02611639 Li0.24150274 Si0.19517103 O0.53720983,0
Sn0.15803293 P0.15025749 O0.37564372 F0.31606586,1
V0.14039131 P0.07018956 W0.06574174 O0.72367739,1
Sr0.05322409 V0.01010749 B0.34327025 O0.59339818,1
Ba0.04687777 Ge0.12879304 Bi0.20794613 O0.61638305,1
La0.03953543 Zn0.03331094 P0.23843987 O0.68871376,0
Cs0.14586579 Cd0.00056458 Si0.26002405 O0.59354558,1
Cu0.01552098 B0.35596329 Pb0.03952491 O0.58899082,1
Cd0.00233181 Ge0.3179895 Bi0.01654715 O0.66313154,1
Ca0.14980013 Al0.03612743 Si0.20336039 O0.61071205,1
La0.11116435 B0.28883565 O0.6,1
Sr0.23866361 P0.14933508 O0.61200131,0
Al0.05627749 Zn0.08603367 P0.17206733 Pb0.00019568 O0.516202 F0.16922383,1
Ba0.02058898 Mg0.11554298 Si0.2425787 O0.62128935,1
Ca0.07994341 Al0.15483416 Si0.15100926 O0.61421317,0
Na0.18182146 Mn0.02340344 B0.27218437 O0.52259073,1
Ba0.07510286 Bi0.01437848 B0.32553924 O0.58497943,0
Th0.00573422 Ge0.29179654 Bi0.04296309 O0.65950615,1
Cd0.15333265 B0.27733388 O0.56933347,0
Li0.36497355 Ga0.06596717 Bi0.1150487 O0.45401058,0
Gd0.01799885 B0.38200115 O0.6,0
Zn0.16275039 P0.17058295 O0.51174884 F0.15491782,1
Na0.11827798 Sb0.32903321 O0.55268881,0
Mg0.09925349 Al0.05441505 Si0.22181847 O0.624513,0
Th0.00162345 Bi0.01110992 B0.38694194 O0.60032469,0
Ba0.04412065 La0.00945971 Si0.29603647 O0.65038316,1
Sr0.17863223 B0.22479308 Br0.16150571 O0.43506899,1
Ce0.02692763 Si0.13498746 P0.14692992 O0.69115499,1
La0.02907166 Ti0.13962435 Ge0.1694826 O0.66182139,1
Sr0.31242078 Nb0.00524202 Ga0.14272455 O0.53961265,0
Li0.10907744 P0.19307159 Pb0.08031664 O0.61753433,0
La0.05425628 P0.22370711 O0.55926776 F0.16276885,0
Ba0.03197027 Nb0.01286605 B0.35641132 O0.59875236,0
K0.28896334 Al0.08819616 Ge0.11535486 O0.50748564,0
Mg0.0754604 Al0.05965767 P0.19998144 O0.6649005,1
Co0.0595394 B0.28196331 P0.05028941 O0.60820788,0
Rb0.0081405 Si0.2727504 B0.06781523 O0.65129388,1
Ti0.21331217 P0.10287528 O0.68381255,0
Sr0.13974938 Ti0.07328882 P0.1430385 O0.64392329,1
Cd0.03518712 Ge0.27966661 Bi0.03625037 O0.6488959,1
Ba0.09887562 Zn0.07448982 B0.26130765 O0.56532691,1
Sr0.07297143 La0.04688409 B0.29473877 O0.58540571,1
Ba0.00122889 B0.37151781 Sb0.02749908 O0.59975422,0
Sb0.0710569 I0.01809993 O0.91084317,1
Cs0.14229623 Zn0.00087962 Si0.26159881 O0.59522535,1
Ge0.16619343 Bi0.08832255 Pb0.14030666 O0.60517735,1
Li0.44594093 B0.00153427 P0.09350083 O0.45902396,1
Ba0.01124186 Be0.2563873 B0.18589667 O0.54647417,0
Ba0.19402609 P0.10891211 W0.05768886 O0.63937294,0
Ba0.07717541 Cr0.10172894 P0.16895053 O0.65214513,0
K0.11895946 Si0.26490101 Sn0.00895259 O0.60718693,1
Fe0.17441063 Si0.21705958 O0.60852979,0
K0.23544217 Ti0.03023705 Si0.1853752 O0.54894558,1
K0.29210335 V0.0374382 B0.17232451 O0.49813394,0
Na0.42441352 La0.00319749 B0.1421544 O0.43023459,0
Fe0.03975641 B0.36024359 O0.6,0
Na0.07546438 Be0.24075038 B0.16212107 O0.52166417,0
Na0.08547398 Cd0.07219646 Si0.24246537 O0.59986419,1
Na0.20332861 Be0.06566469 B0.22547108 O0.50553562,0
La0.02221921 Ge0.31481733 O0.66296347,0
Na0.46345973 Si0.03414814 P0.05781885 O0.44457328,0
Nb0.10880726 Si0.1871946 Pb0.02879541 O0.67520274,0
Sr0.12406557 V0.05654541 B0.22158396 O0.59780505,0
Ba0.16381628 Ta0.08155533 Mn0.06077661 O0.16311067 F0.53074111,0
Na0.42229945 Mo0.00526535 P0.09871127 O0.47372394,0
La0.09191072 Ge0.02585005 B0.27706923 O0.60517001,1
Sr0.24827651 B0.17475277 Br0.13313009 O0.44384062,1
Be0.22880871 Al0.0655189 Ge0.12619511 O0.57947728,0
Na0.19455767 Ti0.11399818 B0.14646758 O0.54497657,0
Li0.47448217 Cd0.05520655 Si0.05928788 O0.4110234,0
Sm0.02633504 Ga0.08333661 B0.29032835 O0.6,1
Cu0.07250657 Sb0.30415852 Pb0.03153018 I0.13556694 O0.45623778,1
Ba0.0526216 Er0.07088674 In0.10420369 P0.07088674 O0.28354696 F0.41785427,0
Cu0.04929967 P0.20051246 Pb0.09980353 O0.65038434,1
Bi0.12609109 B0.21995563 Pb0.0674416 O0.58651168,0
Zn0.18204918 B0.25436066 O0.56359016,1
Bi0.03395013 B0.36604987 O0.6,1
Ge0.22161466 Bi0.03038626 Sb0.10367616 O0.64432293,0
Sr0.11256182 P0.20257324 O0.5531249 F0.13174004,0
K0.19844344 Ti0.14735251 Si0.0867591 O0.56744495,0
Na0.1062467 Be0.0182393 Si0.26805045 O0.60746355,0
Ti0.12569809 B0.19100106 Pb0.07270154 O0.61059931,1
Sr0.11044999 Ti0.06969425 Si0.19000576 O0.62985,1
Na0.24594278 B0.10560241 Mo0.09176996 O0.55668486,0
K0.32273785 B0.20510939 Mo0.00077993 O0.47137282,0
Nd0.01427349 Al0.07554995 Ge0.21356874 O0.42713748 F0.26947033,1
Zn0.28266708 B0.13757141 Mo0.02268433 O0.55707718,0
Ba0.04007784 Na0.0388654 Si0.28718207 O0.63387469,0
La0.02916037 B0.37083963 O0.6,1
Cu0.27009441 Bi0.06953611 Pb0.14298545 O0.51738403,1
Ag0.3937831 P0.08309956 I0.23695374 O0.2861636,1
Ca0.1389857 Ta0.00866565 B0.27667953 O0.57566912,1
Al0.19893967 Si0.06751894 P0.08574114 O0.64780025,0
Rb0.24890101 Zn0.00443916 Ge0.20592339 O0.54073644,1
Be0.24564376 B0.19967946 Pb0.00475692 O0.54991986,0
Zn0.0305409 Sb0.08568623 Mo0.17354043 Cl0.0610818 O0.64915064,0
Ba0.12109716 Ga0.07765956 Si0.18788559 O0.61335769,1
Tl0.12676693 Ge0.26994987 O0.6032832,0
V0.02821467 P0.07420826 W0.16037994 O0.73719713,0
Tb0.0134952 Al0.14069863 Si0.20371387 O0.64209229,1
Ti0.08746354 B0.21825457 Pb0.09598649 O0.59829541,0
Na0.0738397 Sr0.0441665 Si0.26696915 O0.61502465,1
Na0.39767863 P0.11528059 O0.48704078,1
Mg0.04036308 Ti0.173877 P0.11361224 O0.67214768,0
Sn0.45774419 P0.00463148 Cl0.13660288 O0.40102145,0
K0.03682003 Be0.36187412 Si0.07367391 O0.52763195,1
Nd0.02806331 Si0.1161102 P0.16614604 O0.68968045,0
Mg0.15787431 Zr0.01698406 Si0.21109973 O0.6140419,0
Na0.33662653 Ti0.02612352 Si0.13889655 O0.4983534,0
Nd0.04838742 Zn0.03602655 P0.23056524 O0.68502079,0
Na0.29294897 V0.11155748 P0.04860725 O0.54688631,0
Al0.03331669 Zn0.06259205 Si0.26384139 O0.64024987,0
Mg0.19471885 Al0.05131377 Si0.16075929 O0.59320809,1
Zn0.18404521 Sb0.17670563 Pb0.00203344 Cl0.37215729 O0.26505844,1
K0.16233132 Nb0.13495426 Ga0.11366524 O0.58904918,0
Ba0.12887592 Ti0.24741605 O0.62370803,0
B0.33596934 Mo0.04001916 O0.6240115,0
Cd0.102172 Ge0.26521867 O0.63260933,0
Zr0.01159622 Tl0.02053819 B0.37376162 O0.59410397,1
Li0.36339962 Nb0.0541528 Al0.10614631 O0.47630127,1
K0.06445096 Na0.14252711 B0.27581316 O0.51720877,0
Al0.14100672 P0.09688292 Pb0.04844146 O0.29064876 F0.42302015,0
Li0.38228988 Bi0.03632869 B0.13429738 O0.44708405,0
Mg0.03022979 Zn0.10476503 Si0.24333679 O0.62166839,0
K0.13588258 B0.31847045 O0.54564697,1
Ga0.12492022 Ge0.22923315 O0.64584663,0
Ba0.06030958 V0.12954946 B0.1703831 O0.63975787,1
V0.08045887 B0.23470973 P0.0376056 O0.64722579,1
Ba0.04042824 Al0.0413583 Ge0.23776069 O0.47552138 F0.20493138,0
Al0.01979458 Si0.13436326 P0.15640679 O0.68943537,1
Ba0.09733645 Ti0.01691634 Si0.25152602 O0.63422118,0
Ba0.0228222 Li0.05818855 Si0.28902426 O0.62996499,1
Ba0.08569076 Mo0.1649197 P0.04826848 O0.70112106,1
Na0.27535012 Ti0.17249427 Ge0.023164 O0.52899161,0
K0.30206727 Si0.1822997 O0.51563303,1
Ca0.15614018 Mn0.06186389 B0.22559674 O0.55639919,0
Ba0.16414143 Bi0.1080233 B0.16066355 O0.56717171,0
Cd0.1101269 Si0.11994306 B0.1679668 O0.60196323,1
Li0.36793857 Ti0.05899818 P0.07745646 O0.49560679,0
W0.25 O0.75,0
Na0.05403937 Al0.11162204 B0.25595433 O0.57838425,0
Mg0.18364666 Zn0.02597755 Si0.19358386 O0.59679193,0
Ba0.03889799 Ti0.10165075 B0.24690071 O0.61255055,0
Na0.33528772 Bi0.03046686 B0.16836051 O0.46588491,1
Ca0.15844438 Ta0.02162674 Si0.20247255 O0.61745633,0
Ca0.06041202 Cd0.04751975 B0.31365459 O0.57841365,1
Na0.12422027 Th0.00268884 B0.32224123 O0.55084966,1
Ba0.11824802 Al0.11283241 P0.0646421 O0.1939263 F0.51035117,1
Ba0.01037647 Al0.0633707 B0.32832812 O0.59792471,0
Sc0.06331573 Cd0.1079262 Ge0.20861942 O0.62013864,0
Na0.01399448 Nb0.00590465 P0.273812 O0.70628887,0
Th0.02539542 Al0.21024379 Si0.13273475 O0.63162603,0
Cu0.04530806 P0.2125476 Pb0.08273365 O0.6594107,1
Cd0.04433553 B0.32709723 P0.02673882 O0.60182842,0
Na0.13363746 Ta0.02149702 Si0.24143475 O0.60343077,0
Ge0.07929157 B0.29734118 Pb0.00938616 O0.61398108,1
K0.36301332 Tl0.00225706 Si0.15069815 O0.48403148,0
Na0.38150881 B0.17109472 O0.44739648,1
Sr0.30436832 P0.11178953 O0.58384215,0
Mg0.05866861 Zn0.08713855 Si0.23612856 O0.61806428,0
Sn0.07859999 B0.07604228 P0.18648409 O0.65887364,1
Ga0.07546839 Ge0.26936593 As0.00092321 O0.65424247,0
Si0.12684523 Ge0.14567077 B0.0729808 O0.6545032,0
Zn0.17046436 Si0.21252254 Sn0.00716789 O0.60984521,1
Na0.21437239 Al0.12746168 B0.14391488 O0.51425105,0
Na0.027379 Al0.04233695 B0.34123566 O0.5890484,1
Li0.51279096 Nb0.0262028 Si0.04636792 O0.41463832,1
P0.24184105 Pb0.05118544 Br0.07369407 Cl0.02867682 O0.60460262,0
Th0.00928855 Mg0.30424969 B0.14545398 O0.54100777,0
K0.15420475 B0.25373356 Mo0.03358974 O0.55847194,0
Li0.29531791 Be0.1303263 Ge0.09879018 O0.47556561,0
Na0.06557972 Fe0.12013762 Si0.22045173 O0.59383093,1
Sr0.11514275 V0.21866107 Sb0.00176031 O0.66443588,1
Ce0.04358045 Si0.16645147 P0.10568693 O0.68428115,0
Ca0.21733344 In0.00783887 Si0.18191198 O0.59291571,1
Y0.01186246 Zn0.17240324 Si0.20851245 O0.60722184,1
Ca0.10415078 Al0.13359487 B0.1830845 O0.57916984,0
Ba0.02231898 Al0.06712527 P0.22501396 O0.68554179,1
Sm0.02670333 Al0.18450137 Si0.15732941 O0.63146588,1
Tl0.06184688 Cd0.01087757 B0.35418982 O0.57308574,0
Ba0.01433236 Na0.14182428 P0.21674253 O0.62710083,1
Na0.16070812 Al0.06512616 B0.23844897 O0.53571675,1
Mg0.26050767 Sn0.00603239 B0.184355 O0.54910494,0
Al0.04260828 Zn0.04002408 Si0.27114371 O0.64622393,1
Tl0.16744876 Ge0.21200914 Bi0.04511978 O0.57542232,1
La0.00730711 Al0.03399986 Si0.29891086 O0.65978217,1
Na0.0507284 Ti0.06476538 B0.29184451 O0.59266172,0
Li0.11727933 B0.30379222 W0.01615011 O0.56277833,0
Ba0.18816481 Ga0.15263535 Si0.080694 O0.57850584,0
K0.1588062 Ta0.0338519 Ge0.21443635 O0.59290555,1
Li0.23805174 Mn0.0629336 P0.14773005 O0.55128461,1
Zn0.16626048 P0.1907083 O0.64303122,1
K0.09534879 B0.32945543 W0.00833456 O0.56686122,0
Ba0.02874401 Ti0.08293002 Si0.23124064 O0.65708533,1
Ge0.33333333 O0.66666667,1
Si0.08939151 Ge0.17965222 B0.07714753 O0.65380875,0
Li0.16730246 Al0.0995323 Ge0.16673852 O0.56642672,1
Ba0.04032744 Si0.12349171 P0.15681999 O0.67936085,0
Gd0.02821991 Al0.13854946 B0.23323063 O0.6,1
Mg0.15346802 Ga0.02695678 B0.25026881 O0.5693064,1
Mg0.22423581 Si0.18384279 O0.5919214,1
Ba0.07768 Na0.06612108 Mn0.14545154 P0.06612108 O0.19836323 F0.44626308,1
U0.01374107 Ti0.04288505 Si0.27670721 O0.66666667,0
Sr0.0664712 La0.04609656 B0.30072648 O0.58670576,1
K0.14407793 Ca0.02118649 Si0.24717004 O0.58756554,1
Ba0.06544913 Ti0.24684004 Al0.05143265 O0.63627818,1
Mo0.04782103 P0.22834104 Pb0.00476113 O0.71907681,1
Ba0.04814875 Ti0.24763716 Si0.05359701 O0.65061708,0
Na0.21966987 Si0.19723702 Sn0.02626138 O0.55683173,0
Li0.5366241 Ta0.0091171 P0.04661543 O0.40764337,1
Tl0.16547733 Ga0.09428865 Pb0.25803119 O0.48220283,0
Al0.24067585 Si0.13277013 O0.62655403,1
V0.23438895 Bi0.01228131 B0.05957415 O0.69375558,1
Na0.48189504 V0.07737732 B0.00253474 O0.43819291,0
Ca0.13157884 Fe0.01089878 B0.28383814 O0.57368423,1
Na0.39551368 Si0.10199635 P0.02878298 O0.47370699,0
Sr0.03950895 Ca0.02580326 B0.34775023 O0.58693756,1
Ti0.08448395 Ge0.194746 Pb0.08115509 O0.63961497,1
Ba0.02882123 Na0.11722089 B0.30661048 O0.5473474,0
Al0.06394909 Si0.24287745 B0.04459797 O0.64857549,0
Cs0.17572601 Cd0.03431627 Ge0.22259282 O0.56736491,0
Zn0.22329636 Ge0.18446909 O0.59223455,0
Li0.27306759 Sn0.07369075 B0.07383619 P0.07383619 O0.50556929,1
Sr0.18452696 B0.2256787 Br0.13349868 O0.45629567,1
