formula,target
Nd0.02290577 Mn0.05761764 B0.33100012 O0.58847647,1
K0.11768899 Ba0.06621917 Y0.05322438 As0.11768899 O0.35306697 F0.29211149,0
Ba0.08830344 Ga0.246281 Si0.06923021 O0.59618535,1
B0.28716227 Pb0.14104716 O0.57179057,1
Na0.39770055 Si0.13448306 O0.46781639,0
Sr0.28279269 Ti0.0219129 Ga0.14747037 O0.54782404,1
Na0.16829883 B0.27825007 Pb0.02596329 O0.52748781,0
Li0.23401766 Mg0.02703065 Ge0.19830407 O0.54064762,0
Ca0.07655891 P0.24196634 O0.68147475,1
Li0.36294662 Mn0.04755857 P0.08940125 O0.50009356,1
Mn0.04086608 V0.22563691 B0.05141546 O0.68208155,1
Ca0.10958087 Fe0.07696261 B0.23537269 O0.57808383,0
Ge0.01516867 B0.31917808 P0.04472822 O0.62092502,1
Zn0.10579639 Si0.10777734 B0.18603008 O0.60039619,0
Na0.1646771 Ti0.04339012 B0.2491256 O0.54280718,1
Sr0.07241945 Si0.18676888 B0.11794178 O0.62286989,1
Ga0.17358926 Pb0.14433507 W0.06933918 O0.61273649,0
Ba0.01428816 Al0.06445836 P0.23150794 O0.68974554,0
Al0.05277653 Bi0.07547818 Pb0.33968161 O0.53206368,0
Cs0.1081004 Zn0.16208168 Ge0.17122868 O0.55858924,0
Pb0.41310308 I0.34758769 O0.23930923,0
Li0.06460556 Al0.09466852 P0.19040582 O0.6503201,0
Na0.38697261 Si0.13984703 O0.47318036,0
Ba0.04287016 Ti0.0659073 Si0.23884593 O0.65237661,1
K0.18198715 Ga0.05450639 Ge0.19691777 O0.56658869,1
Ba0.03006236 B0.37034607 Mo0.00350253 O0.59608905,0
Na0.0737844 Mn0.01332305 B0.34507092 O0.56782163,1
Li0.25293201 Ti0.03030739 Ge0.17655994 O0.54020066,1
Li0.32228617 B0.2066283 O0.47108553,1
Al0.15070386 Si0.20774678 O0.64154936,1
Na0.04956668 Al0.01262589 B0.3576341 O0.58017333,1
Sr0.0472888 Li0.10356811 Si0.25002341 O0.59911968,0
Ca0.20031515 Fe0.2144643 Bi0.02528358 O0.55993697,1
Ba0.01984474 Zn0.26163224 B0.17481841 O0.5437046,0
Y0.03455949 Al0.13120739 Si0.19519426 O0.63903885,1
Na0.17084289 Ta0.00775695 B0.28663454 O0.53476562,1
V0.2406127 Ge0.03215174 P0.01754295 O0.70969261,0
Sr0.27546506 Nb0.00034144 Ga0.17914994 O0.54504356,1
Ba0.12670726 Mo0.06641033 P0.13741262 O0.66946979,1
Li0.11742324 Th0.00973357 B0.31786578 O0.55497742,0
Ca0.04653644 Ga0.07949491 B0.28327593 O0.59069271,0
K0.02270688 Be0.39637945 Si0.05772692 O0.52318674,0
P0.24593729 Pb0.05944022 O0.65394443 F0.04067806,1
K0.1060857 Si0.23304898 B0.0566898 O0.60417551,1
K0.01951118 Be0.39897864 Si0.05759198 O0.5239182,0
Sb0.22196397 Mo0.04264448 Pb0.09150406 Cl0.18300811 O0.46087938,1
Hf0.00971956 Al0.0498458 Si0.28207561 O0.65835903,0
Ca0.14227651 Bi0.03607622 B0.25010257 O0.5715447,1
V0.0004855 P0.2796335 Pb0.00979175 O0.71008925,1
Ba0.02286517 B0.35511866 Mo0.01661825 O0.60539792,1
B0.35499384 Pb0.05625769 O0.58874846,1
Cd0.15320714 Bi0.1832404 B0.09419388 O0.56935857,1
Sr0.0342739 V0.02928943 B0.33157568 O0.60486099,0
Ba0.14501937 La0.02898962 Ge0.21249573 O0.61349527,0
Na0.17204039 Mn0.04659935 P0.17204039 O0.51612117 F0.0931987,1
B0.37733738 W0.01416414 O0.60849848,0
La0.03282511 Zn0.21470372 Ge0.16284326 O0.58962791,0
Ba0.10475376 Al0.25204106 Si0.05346328 O0.5897419,0
Ba0.09176327 Ga0.11495474 Si0.1763622 O0.61691979,1
Be0.25895125 Ge0.12529544 Pb0.0531056 O0.56264772,1
Na0.41695192 Ga0.0588042 Ge0.07585388 O0.44839001,0
Zn0.131964 Ge0.24535733 O0.62267867,0
Tl0.00020561 Cd0.14929102 Ge0.23370318 O0.61680019,1
Sr0.11421698 V0.15913378 B0.08583912 O0.64081012,1
Cs0.07256683 Ga0.09166152 Ge0.22066531 O0.61510633,1
Ba0.03426099 V0.00040114 B0.3720296 O0.59330826,1
Mg0.20563417 Ti0.0259434 P0.14597185 O0.62245059,0
Al0.01762149 Ge0.21156342 P0.08423536 O0.63371525 F0.05286448,1
Ba0.0350021 Si0.18152185 B0.1541721 O0.62930395,0
Ta0.00604354 Tl0.10707321 Si0.27274593 O0.61413732,1
Cu0.38003515 Mo0.07997657 I0.17799315 Br0.04208887 O0.31990626,0
Th0.0099137 B0.27859518 Pb0.13688548 O0.57460564,0
K0.08560186 Nb0.05776849 Ge0.22313583 O0.63349382,0
V0.19246843 Bi0.06024757 B0.07029662 O0.67698737,0
V0.13427893 Ag0.31797304 I0.10612836 O0.44161967,1
Ba0.07585987 Ti0.25254765 Si0.03021243 O0.64138004,0
Ge0.16946867 Bi0.07497796 Sb0.12165963 O0.63389373,0
Ba0.06739071 Ga0.06072863 Ge0.18497112 O0.36994223 F0.31696731,0
Ca0.1855066 P0.10409594 W0.06616275 O0.64423471,0
Na0.18634736 Al0.05607087 Ge0.19343393 O0.56414784,1
Ca0.25862354 Si0.16091764 O0.58045882,0
Al0.0439481 Zn0.24458852 Ge0.1336509 O0.57781248,1
Na0.1434686 In0.01836892 Si0.2462916 O0.59187088,1
Ba0.0209938 Si0.29155441 B0.03333967 O0.65411212,0
V0.03917333 Zn0.01852163 B0.33034003 O0.61196501,1
K0.15669125 Nb0.07834563 Ga0.04586649 Pb0.03714114 O0.07834563 F0.60360987,0
Ba0.03670722 Na0.04158213 B0.34568494 O0.5760257,1
Ba0.00982833 Zn0.13949286 Si0.23378587 O0.61689293,1
Ba0.05588231 Ga0.00022352 B0.35507062 O0.58882354,0
Na0.38848911 Bi0.0035885 B0.16331803 O0.44460435,1
Fe0.19683331 Si0.20211112 O0.60105556,0
Li0.40457722 Ga0.00620733 Si0.12587195 O0.4633435,0
Na0.40866815 Ti0.03442981 B0.11348333 O0.4434187,0
Ca0.08406434 Ga0.0502988 Si0.23537477 O0.63026209,1
Na0.20429758 Ge0.22333122 W0.00588999 O0.56648121,1
V0.28571429 O0.71428571,0
K0.24791788 V0.08403401 Sb0.13360166 O0.53444645,1
Li0.11465275 Ga0.0966776 Si0.19544229 O0.59322736,0
Zn0.27983095 Sb0.06420286 Cl0.5596619 O0.09630429,1
Fe0.26527927 Bi0.12636978 Pb0.01043869 O0.59791226,0
Na0.08920915 V0.11660437 B0.18322839 O0.61095809,1
K0.20076976 Tl0.0221319 Si0.2218825 O0.55521584,1
Co0.26827694 B0.18537845 O0.54634461,0
Si0.28314244 Bi0.06022907 O0.65662849,1
Na0.36195312 Ge0.15235677 O0.48569011,0
Mg0.12891921 Al0.08730465 Si0.17463332 O0.60914282,1
Ga0.20257375 Bi0.01042321 Pb0.2337538 O0.55324924,1
Zn0.12407678 Si0.126084 P0.10674127 O0.64309795,0
K0.18210765 Ga0.01634183 Ge0.22866132 O0.5728892,1
Sr0.07169084 Al0.19428453 Si0.12363566 O0.61038896,0
Cd0.1465671 Ge0.2185013 Bi0.02054477 O0.61438684,1
K0.05258925 Sr0.11869238 Si0.22791045 O0.60080791,0
Na0.30813687 Mg0.033846 Ge0.1567009 O0.50131623,1
Nd0.0373928 Zn0.06782837 P0.22024608 O0.67453276,1
Zr0.00501034 Cd0.05552381 B0.34956855 O0.58989731,0
Ba0.0197311 Na0.33552129 Ge0.15241862 O0.49232899,0
Y0.03569128 Fe0.0283893 B0.33591942 O0.6,0
Ca0.22290998 Ti0.06110952 P0.10595756 O0.61002293,1
Ge0.27442578 Pb0.0375563 W0.02540252 O0.66261541,0
K0.01200848 Be0.03504944 B0.36475535 O0.58818672,0
Ba0.03399567 Zn0.06566157 Si0.26689518 O0.63344759,1
Ni0.0198543 B0.28298709 P0.06939901 O0.6277596,1
K0.17012969 B0.20013131 Mo0.0611193 O0.5686197,1
Mn0.0717144 B0.34262848 O0.58565712,1
Al0.03572535 Si0.21371796 B0.10781309 O0.64274359,0
Li0.32542727 Ti0.05073209 P0.1027608 O0.52107983,0
K0.11792266 Si0.274372 O0.60770534,1
Ca0.31446528 Al0.09868867 Si0.04144926 O0.54539679,0
Ba0.0733908 Ga0.08517434 Si0.21342752 O0.62800734,1
Mn0.04784214 B0.29444373 P0.04805897 O0.60965516,0
K0.10751001 Zn0.04137375 B0.10751001 Sb0.19488498 O0.54872125,1
Li0.40016597 Ga0.02162092 Ge0.11523292 O0.4629802,1
Ba0.1034472 Mo0.16839362 P0.03415176 O0.69400743,0
Na0.16613321 Si0.24515701 Mo0.00383228 O0.58487749,1
Rb0.12927016 Ti0.07588302 Ge0.19281524 O0.60203159,1
Cu0.2197553 Bi0.07305582 Pb0.18892492 O0.51826396,1
Ti0.02317223 B0.35924885 Pb0.01618059 O0.60139833,0
Al0.0744449 Tl0.05764462 Si0.24247361 O0.62543687,0
Ge0.18024742 B0.07740312 P0.07592855 O0.6664209,1
Na0.09877859 Mn0.07158163 B0.28346754 O0.54617224,1
Ba0.03404164 Al0.03804089 Si0.27893817 O0.64897931,0
Li0.07088029 Zn0.03877043 P0.23318249 O0.65716679,1
Fe0.11250758 Bi0.05544911 Mo0.14502707 O0.68701624,1
Ba0.03946023 V0.04880448 B0.30010555 O0.61162974,1
Na0.13135447 P0.22941951 O0.63922602,1
Al0.03010209 Si0.05108235 B0.30859909 O0.61021647,0
Mg0.16548135 Al0.03238284 B0.23523208 O0.56690373,1
Si0.22945957 Bi0.05897993 Pb0.08208573 O0.62947477,1
Sn0.14035556 P0.16540952 O0.41352379 F0.28071113,1
Cu0.24273862 Bi0.03930421 B0.16650489 O0.55145228,0
Ba0.03895819 Bi0.02563882 B0.34319462 O0.59220836,1
Sr0.14111821 In0.01425833 Ge0.22737259 O0.61725088,0
Th0.00228582 Bi0.01683847 B0.38041854 O0.60045716,1
V0.09057745 Ag0.44947171 I0.01754274 O0.4424081,0
Na0.08772659 Be0.03675253 Si0.26496835 O0.61055253,0
Al0.08237607 Zn0.1407487 Si0.17085414 O0.60602109,1
V0.05837062 Zn0.12307067 B0.21982459 O0.59873411,1
Cu0.37383343 Mo0.06851073 P0.02340048 Cl0.16661055 O0.36764482,0
Mg0.13879278 Ti0.11206719 P0.11034654 O0.6387935,0
Ca0.191431 Ge0.18543861 Pb0.03041109 O0.5927193,0
Si0.2929823 Bi0.0379053 Pb0.01314493 O0.65596748,0
Ge0.24092739 Pb0.13860891 O0.6204637,1
B0.38715943 Pb0.01605071 O0.59678986,0
Ba0.11097643 Li0.24548303 Nb0.04402617 O0.08805233 F0.51146205,0
Ca0.09551899 Al0.11048435 B0.21310046 O0.5808962,1
K0.14412578 Ti0.18624559 Ge0.07502486 O0.59460378,0
Li0.10991071 Sn0.03929414 B0.30261826 O0.54817689,1
Cs0.03686505 Ti0.20423402 Ge0.11066679 O0.64823414,0
Ba0.05706974 B0.35434421 O0.58858605,0
V0.00333247 Zn0.25178656 B0.19390529 O0.55097568,0
Li0.22293774 Al0.08208017 Si0.16714435 N0.08208017 O0.44575757,1
Bi0.00663268 Mo0.22604623 Pb0.0396167 O0.72770439,0
Ge0.30457109 Bi0.03424104 Sb0.00027365 O0.66091422,1
Na0.00431731 Ca0.13002777 P0.20956243 O0.65609249,1
Cd0.08601916 Ge0.01044496 B0.31865072 O0.58488516,1
Ba0.04341109 Ti0.10122343 Si0.20316918 O0.6521963,1
Li0.2801928 Ga0.02796221 Si0.16993509 O0.5219099,1
Ba0.09717389 Ge0.23419099 Bi0.0412317 O0.62740342,1
Na0.05947383 Sr0.07157075 Mn0.16263954 P0.05947383 O0.17842148 F0.46842058,0
Sb0.09437217 P0.16158852 Pb0.0520688 O0.69197051,0
Cu0.16782848 B0.2214764 Pb0.05532602 O0.5553691,0
Zn0.11938625 B0.25925883 P0.03230869 O0.58904623,0
Ba0.04290588 Sr0.10150017 Ge0.23706263 O0.61853131,1
Na0.27796851 Ge0.16366048 Bi0.03682632 O0.52154469,1
K0.30702722 Ta0.01534179 Ga0.19430516 O0.48332583,1
Ba0.14715497 Al0.03091655 P0.1449563 O0.43486891 F0.24210327,0
Li0.33893756 Eu0.00116763 B0.19546984 O0.46442497,0
Ti0.2509633 P0.07060288 O0.67843381,0
Tl0.00038115 Si0.30807746 Pb0.03759795 O0.65394344,1
La0.01792185 B0.38207815 O0.6,0
Sr0.11428491 Al0.13173677 Si0.14736275 O0.60661557,1
Cd0.09512207 B0.32390235 O0.58097559,1
Li0.22841083 Nb0.05135429 Ge0.15921459 O0.5610203,0
Ba0.12987909 Ca0.04614473 Ge0.02379392 B0.21217034 O0.49572245 F0.09228947,1
Ge0.30481224 Bi0.03422531 O0.66096245,1
Li0.06094619 Bi0.02337227 B0.34006001 O0.57562153,1
Ti0.01251917 Tl0.05519877 B0.35185774 O0.58042433,1
Ge0.22814222 Pb0.15778666 O0.61407111,1
Zn0.2277552 Ge0.18149653 O0.59074827,0
Ba0.1242228 Nb0.05658481 P0.15814502 O0.66104737,1
Na0.23787704 Ge0.09121027 P0.10558676 O0.56532594,1
Mn0.17735007 V0.10489932 B0.1112609 O0.60648971,1
Si0.1144169 Bi0.05961246 B0.20308726 O0.62288338,1
Ca0.12672876 Si0.248049 Pb0.00119773 O0.6240245,0
Li0.19891552 Zn0.06897916 B0.22546736 O0.50663796,1
Na0.09859104 Al0.11986057 P0.15784629 O0.6237021,0
Ge0.14967322 Pb0.27549017 O0.57483661,0
Na0.15516635 Mg0.19499338 Ge0.12575457 O0.5240857,0
Zn0.05594314 B0.21260044 Pb0.17830631 O0.55315011,1
Na0.27459905 Mg0.08269463 B0.16908487 O0.47362145,1
Na0.1185709 Li0.20357276 P0.1185709 O0.35571269 F0.20357276,1
B0.22711167 Mo0.05492482 Pb0.10626077 O0.61170274,0
Hf0.04137967 Tl0.08856279 Ge0.24767227 O0.62238527,0
Sn0.08217063 P0.21735972 Cl0.14979943 O0.55067021,1
La0.07970036 Nb0.16281762 Ga0.09235498 O0.66512705,1
Mg0.11153547 Al0.00180569 B0.30896593 O0.57769291,1
Na0.09924867 Fe0.01284029 Si0.27300876 O0.61490228,1
Li0.35670619 Si0.15498024 O0.48831357,1
La0.04185663 Ti0.11157784 B0.22424996 O0.62231557,0
Sr0.06135468 Zn0.15523632 Ge0.18893933 O0.59446967,1
Li0.29999916 Si0.17250898 Sn0.01082477 O0.51666709,0
Li0.1888598 Ga0.06081628 Ge0.1882232 O0.56210072,0
Sb0.21916311 Cl0.04987739 O0.7309595,0
Mg0.06800006 Al0.13993323 Si0.17138893 O0.62067777,1
Ba0.05340888 Ti0.07087948 Si0.22684793 O0.64886371,1
Al0.02159959 Cd0.0910444 B0.30556489 O0.58179112,0
K0.07967576 B0.31393445 Pb0.04782512 O0.55856467,1
Mg0.27346303 Al0.18082493 Si0.0003372 O0.54537483,0
Cd0.20485815 B0.20151942 P0.02471004 O0.56891239,1
Mg0.07521201 Al0.17838389 Si0.13453875 O0.61186535,0
Sr0.03599661 B0.37120271 O0.59280068,0
Cu0.24258324 Bi0.10322142 Pb0.12838998 O0.52580536,1
V0.21755197 P0.06804087 W0.00010627 O0.7143009,1
Zn0.23918855 P0.14903512 O0.61177634,1
K0.43671865 Ta0.01528394 Ge0.09714275 O0.45085467,0
Cs0.13739262 Ge0.25115481 Pb0.02022332 O0.59122925,1
Sn0.05167542 P0.25228709 Cl0.0272887 O0.66874879,1
K0.24497105 Al0.03565876 Si0.18113218 O0.53823802,1
K0.03995939 Ga0.33216079 Ge0.02989308 Cl0.03995939 O0.55802735,1
Li0.08619547 Mn0.07191901 B0.29074751 O0.55113801,1
Li0.02487569 B0.37813646 Pb0.00867265 O0.58831519,1
Li0.45952915 Al0.11048741 B0.0137951 O0.41618834,0
Zn0.07048089 P0.14096178 Pb0.12189066 O0.42288535 F0.24378132,0
Na0.12067361 Mg0.13221065 P0.12067361 O0.36202084 F0.26442129,1
Ca0.17025668 Ta0.00592684 P0.18249791 O0.64131857,0
Ba0.03305287 Al0.07724041 Ge0.19729324 O0.39458649 F0.29782699,0
Ca0.45808666 Ga0.03353067 O0.50838267,0
K0.30196942 Nb0.0755365 Ga0.11306725 O0.50942683,1
Al0.11179089 Zn0.34139856 Bi0.01509026 O0.53172029,0
K0.31776548 P0.07029093 Pb0.13866677 O0.47327683,0
La0.02173613 B0.14287966 P0.16813158 O0.66725263,0
K0.07603038 Nb0.02615842 Ge0.26479999 O0.63301121,1
In0.03173398 Si0.25751943 Pb0.07405338 O0.63669321,0
Sr0.13324563 Sb0.0210497 P0.19453843 O0.65116624,1
Na0.18609074 Ti0.19066586 Ga0.05954653 O0.56369688,0
Sr0.11325827 Ga0.12746041 B0.18193298 O0.57734835,1
Na0.06880802 B0.34696439 W0.00734425 O0.57688334,1
Li0.26491025 In0.0135154 Ge0.18961537 O0.53195897,1
Co0.04408589 B0.33214914 P0.02327296 O0.60049201,0
Li0.35320779 Tl0.01004802 Si0.15170543 O0.48503876,0
Na0.28842857 Al0.06865188 B0.15829098 O0.48462857,1
Sr0.00014199 V0.01844414 B0.3740646 O0.60734926,1
Ba0.03404936 La0.04404686 B0.32871365 O0.59319013,1
Li0.28940296 Si0.17382989 Pb0.02220294 O0.51456421,1
Ba0.25671814 Nb0.00086598 Ga0.19341312 O0.54900276,0
Na0.13197213 Cr0.00669351 Si0.26176934 O0.59956502,0
Mg0.18802418 Al0.02917771 Si0.18366912 O0.59912899,1
Ba0.05052555 La0.01698387 Si0.28549641 O0.64699417,0
Cu0.16928709 P0.1889788 O0.6417341,1
Na0.24514156 Nb0.01718003 Si0.19071918 O0.54695922,1
Li0.18556646 Cd0.00317212 B0.28612243 O0.52513899,1
Na0.00047057 Ti0.01716336 B0.37912163 O0.60324444,1
Na0.35232712 Ge0.15716978 O0.49050311,0
K0.29080278 Ga0.10869364 Ge0.09735391 O0.50314967,0
Li0.25481677 Si0.2130161 N0.04254692 O0.48962021,0
Li0.46418842 Nb0.06439261 P0.02238378 O0.44903519,0
Bi0.17757406 Pb0.27803243 O0.54439351,0
Al0.16316391 Tl0.06910546 Ge0.16281068 O0.60491995,0
K0.30249982 Ge0.16530615 Pb0.02516592 O0.50702812,0
Sn0.02943445 Bi0.05159722 B0.31308144 O0.60588689,1
La0.02791562 Be0.18753666 Ge0.18504587 O0.59950184,1
Ca0.24063317 Si0.17291122 O0.58645561,1
Ca0.00798417 V0.25410064 B0.03787177 O0.70004342,1
La0.01475239 Mn0.15916351 B0.2579168 O0.5681673,1
Nb0.12530448 Si0.15398344 Pb0.049742 O0.67097008,0
Ti0.17609134 B0.16113294 Pb0.03444681 O0.62832891,0
Gd0.07148524 Si0.19117353 Pb0.04684615 O0.38234705 F0.30814803,1
Be0.38518565 Al0.0432627 B0.04858878 O0.52296287,0
Na0.08471758 Be0.06282606 Si0.2490905 O0.60336585,1
Zn0.13569504 P0.19456044 W0.0119121 O0.65783243,1
K0.11925353 Nb0.05962676 Ga0.1048075 Pb0.01470971 O0.05962676 F0.64197573,1
Ca0.18553449 Al0.07556961 Si0.146669 O0.5922269,1
Ba0.17469625 P0.18588786 O0.63941589,0
Sr0.04785952 Si0.13800712 B0.19610384 O0.61802952,1
Ba0.03454814 Th0.01633157 B0.35276361 O0.59635669,0
La0.03499121 B0.36500879 O0.6,0
Bi0.01802282 B0.38197718 O0.6,1
Y0.06336108 Al0.06336108 Zn0.16313287 Si0.11897629 O0.59116868,0
Bi0.08684062 B0.21912043 Pb0.11754868 O0.57649026,0
Nd0.00059732 Si0.33283557 O0.66656711,1
B0.09705857 Sb0.16556764 P0.09812413 O0.63924965,0
Cd0.0987395 B0.25275764 Pb0.02396247 O0.37913646 F0.24540393,1
Ge0.03256779 B0.29369527 P0.0480167 O0.62572024,1
Be0.17003024 Si0.14410923 Pb0.11380592 O0.57205461,0
Ba0.23023089 Ga0.16166474 Si0.04512546 O0.56297891,0
Li0.55117087 B0.0336916 Mo0.02225367 O0.39288386,0
La0.06193076 Nb0.02850374 Ge0.24847001 O0.6610955,0
V0.1923443 Bi0.06115279 P0.04968942 O0.69681349,0
Ca0.16568911 Zr0.04177021 Ge0.18110371 O0.61143696,0
Li0.02573531 Bi0.00811984 B0.37643897 O0.58970588,0
Sr0.04541612 B0.36366711 O0.59091678,1
Ca0.10862692 Ti0.03303756 Ge0.22787783 O0.63045769,0
Na0.43049595 P0.10121602 O0.46828803,0
Ba0.07027892 Si0.28648072 O0.64324036,1
Mg0.21667659 Ge0.0851405 B0.12449012 O0.57369278,1
Ca0.21136459 Ti0.00029505 P0.16468162 O0.62365874,1
Ba0.15035211 Ca0.05683472 Ge0.11148447 B0.07773529 O0.48992398 F0.11366943,1
V0.11024612 Cd0.24499739 B0.04965752 O0.59509897,0
Ca0.20805398 Ti0.04199919 P0.130827 O0.61911984,1
Mg0.2097475 Si0.19350167 O0.59675083,1
Ca0.18238408 Sb0.02655481 P0.16252709 O0.62853402,1
Li0.5357627 B0.07726899 P0.00090956 O0.38605874,0
Ba0.13546405 V0.1820737 Cu0.0612093 O0.62125295,0
Ta0.00472118 Si0.27830323 Bi0.05942648 O0.65754912,1
Ba0.01914271 Si0.22151856 B0.11886355 O0.64047517,0
Mg0.11359845 Sn0.11606822 P0.15447619 O0.61585714,1
Tl0.04274573 Cd0.06402913 B0.32312926 O0.57009588,0
Ti0.06103671 B0.32675594 O0.61220734,0
Ca0.13297668 P0.12532898 W0.0738488 O0.66784554,0
Na0.09414125 Al0.00058393 B0.34293131 O0.5623435,0
Ca0.23794016 Ti0.01518805 P0.13673015 O0.61014164,1
Na0.38053136 B0.16675264 W0.00308034 O0.44963566,1
Ca0.09923144 Ge0.26717904 O0.63358952,1
Ca0.1420239 Bi0.00705267 B0.27932821 O0.57159522,0
Tl0.0576352 Zn0.08257294 B0.29936053 O0.56043133,1
V0.25155236 Cd0.01894763 B0.03266859 O0.69683142,1
P0.09696169 Pb0.0065774 W0.16186982 O0.73459109,0
Na0.23079866 Al0.08818542 P0.12381099 O0.55720493,0
Na0.16219722 V0.18007867 B0.05057153 O0.60715258,1
Ca0.17413056 Mn0.05162007 Si0.18283291 O0.59141646,1
Sr0.00106326 La0.0238963 Ge0.31271091 O0.66232953,0
V0.1415779 Ag0.28072101 Mo0.02084896 O0.55685213,1
Na0.26754272 La0.0030385 Si0.19702989 O0.53238889,1
Co0.05294088 B0.14245138 P0.15371137 O0.65089637,1
Na0.23293079 Ti0.12022463 P0.08283713 O0.56400746,0
Na0.20468718 Y0.08369167 As0.10234359 O0.35820256 F0.251075,1
V0.21655787 Hg0.12102373 O0.6624184,0
Na0.27837486 B0.21525353 Mo0.01107597 O0.49529563,1
V0.18374252 Zn0.05998787 P0.06769298 O0.68857663,1
Fe0.11796356 Bi0.01942088 B0.26261556 O0.6,0
Li0.11657305 Mn0.08882184 B0.2589987 O0.53560641,1
Cd0.12033076 Ge0.2447294 Bi0.01006011 O0.62487973,1
Y0.00987703 Ge0.30612137 Bi0.02277733 O0.66122427,1
Li0.10066059 Dy0.01229973 B0.32730392 O0.55973576,0
Ca0.12672346 Sb0.01685117 P0.20126433 O0.65516104,1
Th0.00393427 Bi0.02422855 B0.37105033 O0.60078685,1
La0.02986606 Sn0.02085768 B0.34510473 O0.60417154,1
Ca0.037305 Cd0.09871729 B0.29118217 O0.57279554,0
Ca0.2723026 Ti0.04962633 Ga0.12260632 O0.55546474,1
K0.10928489 Nb0.05464244 Al0.09894473 Cd0.0374797 O0.05464244 F0.6450058,1
Ba0.10011211 P0.1999039 O0.49975975 F0.20022423,1
Li0.2965468 Mn0.0946169 P0.0775226 O0.5313137,1
Li0.14975407 Mn0.03690079 B0.28062693 O0.53271821,1
Ge0.21455459 B0.14253449 O0.64291092,1
Mg0.2540282 Ge0.06122858 B0.12330314 O0.56144008,1
Li0.12317086 Al0.10829163 P0.15557561 O0.6129619,0
Na0.27144505 Zn0.10035657 Ge0.13070643 O0.49749195,0
Ca0.07491353 Al0.10582716 Si0.19520169 O0.62405763,1
Ba0.0064117 B0.37442502 Mo0.01277851 O0.60638477,1
Ba0.16939905 Mg0.12989457 Al0.00785532 P0.02356595 O0.07069786 F0.59858724,0
Li0.11364666 Bi0.01789535 B0.31391665 O0.55454133,1
Hf0.00844548 Ge0.31924631 Pb0.00846232 O0.66384589,0
Ca0.02434535 Al0.29335462 Si0.07264092 O0.60965912,0
Sr0.1351607 Al0.09476492 B0.19710652 O0.57296786,0
Na0.50360875 Ga0.01473854 Ge0.06924684 O0.41240587,0
Cu0.10400783 P0.22628124 I0.06872811 Cl0.03527971 O0.5657031,0
Li0.48270863 Nb0.01446367 Si0.07510474 O0.42772296,0
Ni0.09138234 B0.27135208 P0.02661827 O0.61064731,1
Gd0.01195981 Si0.21646636 P0.09162897 O0.67994486,0
Ba0.08341617 Li0.26142669 Si0.14700921 O0.50814793,1
Li0.03673287 Al0.04646017 B0.33150011 O0.58530685,0
K0.20090645 Al0.0928028 P0.13332381 O0.57296694,1
Ca0.15087169 V0.07158239 B0.1790873 O0.59845862,1
La0.09460687 Ga0.30539313 O0.6,1
Na0.474774 Ga0.01538032 Ge0.0831294 O0.42671628,1
Na0.13421114 Fe0.08434864 B0.23512468 O0.54631555,1
K0.10178963 Ca0.17626918 P0.14136492 O0.58057628,1
V0.06713194 Cd0.046375 B0.26891528 O0.61757778,1
Th0.00743682 Zn0.19917521 Si0.19311304 O0.60027493,0
K0.28544238 V0.14947372 Sb0.01947136 O0.54561254,1
Na0.54695635 B0.05905623 Mo0.00798123 O0.3860062,0
Na0.23040328 Li0.17803905 Ge0.12911217 O0.4624455,1
Y0.03424955 Al0.04795192 Si0.2648321 O0.65296642,1
Na0.22751522 Sc0.00088146 Si0.21884118 O0.55276215,1
Ca0.20789747 P0.16691573 O0.6251868,1
Li0.35810632 Ti0.00026904 Ge0.15401113 O0.4876135,0
Na0.13070686 Si0.2679799 O0.60131324,1
Ba0.03976985 Nb0.03521545 Si0.26573541 O0.65927929,0
Mn0.1115437 V0.03083874 B0.26759081 O0.59002675,1
Ba0.04756628 Bi0.01910758 B0.3428394 O0.59048674,1
Nd0.06842063 Al0.08115577 Ge0.13389813 O0.26779627 F0.4487292,1
V0.02927906 Bi0.01428579 B0.34472352 O0.61171162,1
Ba0.08252561 Ti0.15729564 B0.14522475 O0.614954,1
Cd0.16740131 Ge0.08444737 B0.16474211 O0.58340921,1
Ca0.09686635 Al0.25845988 Si0.05337253 O0.59130124,0
Sr0.0311499 Zn0.26257122 P0.11787365 O0.58840523,0
V0.26513767 Pb0.03600909 O0.69885325,0
Nb0.01386306 P0.23317156 Pb0.06768942 O0.68527596,1
Sn0.07130214 P0.23648394 Cl0.05940384 O0.63281007,1
Na0.14989855 Be0.06109375 B0.26118587 O0.52782183,1
K0.16154343 B0.30307394 O0.53538263,0
Ag0.48536185 Ge0.03360092 I0.34230896 O0.13872828,0
Ca0.19447625 Ga0.08141869 Ge0.13583359 O0.58827147,1
Ca0.21421681 Ge0.19052212 O0.59526106,0
Na0.17507058 Cd0.01254298 B0.28492327 O0.52746317,1
Ba0.07166971 Ti0.12138401 B0.19700342 O0.60994286,1
Ba0.04130328 Mg0.03789518 Ge0.28053436 O0.64026718,1
Tl0.04938301 Zn0.18709546 B0.22069383 O0.54282771,0
Ba0.04373535 Bi0.07123723 B0.29377449 O0.59125293,1
Nb0.06162138 P0.17136029 Pb0.09228207 O0.67473625,0
Sr0.06535177 Mg0.08923451 Al0.10993364 B0.13070354 O0.42630753 F0.17846902,1
Sr0.06316193 Si0.05479158 B0.28372056 O0.59832593,1
