formula,target
Al0.00113928 B0.28538878 Pb0.14098547 O0.56906864 F0.00341783,1
Na0.34698276 B0.19181034 O0.4612069,0
Cd0.17003926 B0.26396859 O0.56599215,0
Ti0.0125565 B0.32345555 Pb0.07684581 O0.58714214,1
Ba0.17818959 Ge0.12366358 B0.10905203 O0.5890948,1
Ba0.11307226 Ca0.01323773 B0.29895201 O0.574738,0
Li0.09150327 Si0.03781513 B0.29971989 O0.57096172,1
Sr0.07861543 Si0.11469639 B0.19947199 O0.60721619,1
Na0.13045564 B0.21199041 Mo0.06858513 O0.58896882,1
La0.1100578 Be0.05202312 B0.2483237 O0.58959538,0
Na0.45180723 Ti0.02710843 B0.09638554 O0.4246988,0
Na0.15952252 Be0.06565383 B0.25176343 O0.52306023,1
Na0.11756726 Be0.00429573 B0.32602306 O0.55211395,1
La0.04960728 Be0.01116164 B0.34146341 O0.59776767,0
Sr0.19392097 V0.06200608 B0.15805471 O0.58601824,1
K0.07509454 Cd0.09184225 B0.28146948 O0.55159373,1
Cd0.14285714 B0.28571429 O0.57142857,1
Sr0.06010652 Ti0.04387522 B0.29926452 O0.59675374,1
Na0.11111111 Ga0.22088889 B0.11244444 O0.55555556,0
Na0.11631819 B0.19370344 Mo0.08531603 O0.60466234,1
Ca0.18798874 Al0.12449171 B0.1251173 O0.56240225,0
Na0.29291845 Ti0.02414163 B0.19527897 O0.48766094,0
Na0.09155262 Ti0.04412459 B0.29211892 O0.57220387,0
Na0.14678899 Tl0.06035732 B0.27571222 O0.51714148,1
Li0.26837416 Si0.06180401 B0.16481069 O0.50501114,1
Na0.07804569 Pr0.04822335 Si0.25412437 O0.6196066,1
Ba0.14136858 Mg0.01415241 Ge0.01601866 B0.25069984 O0.54945568 F0.02830482,0
Na0.04123282 B0.37526031 O0.58350687,1
Cd0.18122877 B0.25501698 O0.56375425,0
Ba0.13181504 Ti0.16494134 B0.09661836 O0.60662526,1
Ba0.06237113 Th0.0507732 B0.28917526 O0.59768041,0
Na0.11055662 V0.15086372 B0.12245681 O0.61612284,1
Na0.35427952 Ga0.07963164 B0.10780065 O0.45828819,0
Ba0.10182768 B0.31853786 O0.57963446,1
Na0.44060854 Ti0.01111761 B0.12229374 O0.42598011,0
Ba0.14326566 Al0.0549042 B0.23048327 O0.57134687,1
K0.204 Na0.132 Ge0.16533333 O0.49866667,1
Na0.12797619 Be0.03695437 B0.29365079 O0.54141865,1
Na0.1615215 Be0.0722161 B0.24531422 O0.52094818,1
Na0.1701051 V0.1969638 B0.02218762 O0.61074348,1
Na0.15372487 V0.16830903 B0.07213244 O0.60583366,1
Ba0.07326007 La0.06886447 B0.27252747 O0.58534799,0
Li0.03951487 V0.0614241 B0.29029734 O0.60876369,1
Na0.42207053 B0.14675768 O0.43117179,0
Ca0.02098609 Tl0.20126422 B0.26245259 O0.51529709,0
Tl0.23578843 B0.25852694 O0.50568463,0
Ge0.05514706 B0.30343137 Pb0.0379902 O0.60343137,1
Li0.06728232 B0.30826737 W0.03210202 O0.59234828,0
Li0.01963779 Mg0.02378355 B0.36919049 O0.58738817,0
Ca0.08252427 Tl0.03117016 B0.31527849 O0.57102708,1
Na0.01566697 B0.36302596 Pb0.03446732 O0.58683975,1
Si0.20689655 B0.06896552 Pb0.10344828 O0.62068966,1
Sr0.07515117 Si0.10711201 B0.21134466 O0.60639217,1
Sr0.11892583 Si0.12084399 B0.15984655 O0.60038363,1
La0.07641528 B0.32326465 W0.00020004 O0.60012002,1
Li0.16441006 B0.22823985 W0.04569632 O0.56165377,0
Li0.20858896 B0.16564417 W0.06825153 O0.55751534,0
Li0.04123282 Bi0.25197834 B0.12328197 O0.58350687,0
Cd0.10182768 B0.31853786 O0.57963446,0
Ga0.07309254 B0.30861295 Pb0.02286813 O0.59542637,1
Tl0.22070313 B0.26757813 O0.51171875,1
Cu0.00118871 B0.27043091 Pb0.16077266 O0.56760773,1
La0.05994434 B0.22736031 W0.0704346 O0.64226076,0
Ca0.21546053 Ga0.09671053 B0.13092105 O0.55690789,1
K0.10861929 Sr0.08078898 B0.27019724 O0.54039449,0
Ca0.05149764 Cd0.05307409 B0.31634262 O0.57908565,1
Ge0.0406639 B0.08630705 Pb0.33112033 O0.54190871,0
Mg0.12216453 Ga0.0005466 B0.30172178 O0.57556709,1
Ba0.1338489 Be0.02855443 B0.27007733 O0.56751933,0
V0.24934383 Cd0.06224222 B0.00112486 O0.68728909,1
K0.03036563 Zn0.00082628 B0.03036563 Sb0.35075398 O0.58768849,0
Ba0.21054283 V0.06275494 B0.14370882 O0.58299341,0
Zn0.04761905 B0.28571429 Mo0.04761905 O0.61904762,0
Sr0.10843373 V0.12048193 B0.14457831 O0.62650602,1
Sr0.02316258 Ti0.022049 B0.35501114 O0.59977728,0
Mg0.03442189 Ga0.1270962 B0.24536628 O0.59311562,1
K0.08795286 Zn0.00109123 B0.08795286 Sb0.25840244 O0.56460061,0
Zn0.13286713 In0.02853147 B0.26517483 O0.57342657,1
Sr0.17515052 V0.15708812 B0.03995621 O0.62780515,1
Cd0.14265335 Bi0.22824536 B0.05763195 O0.57146933,1
Cd0.19694559 B0.24244353 O0.56061088,1
Cd0.18701218 B0.25039026 O0.56259756,1
Cd0.11764706 B0.11764706 Pb0.11764706 O0.17647059 F0.47058824,1
Th0.01053443 Mg0.08787256 B0.31706064 O0.58453237,1
Sr0.04566106 Al0.09086779 B0.27260336 O0.59086779,1
Ca0.03666667 La0.17644444 B0.19422222 O0.59266667,1
Na0.10698366 V0.17830609 B0.08618128 O0.62852897,1
Mg0.12707182 B0.29834254 O0.57458564,0
K0.06333333 Na0.332 Si0.13566667 O0.469,1
K0.1758611 Zn0.07476897 B0.23466816 O0.51470176,1
Be0.09491102 Zn0.09210116 B0.25039026 O0.56259756,0
Ag0.17005009 B0.28315318 I0.07408384 O0.47271289,1
Li0.19273461 Ti0.03430878 B0.2431887 O0.52976791,0
B0.29895201 Pb0.12630998 O0.574738,1
Mg0.18008143 Ti0.01284059 B0.24052615 O0.56655183,0
Li0.10748737 B0.27009646 W0.04088195 O0.58153422,1
Mg0.10491717 Al0.13936366 B0.1767026 O0.57901657,0
Zn0.12593001 B0.29925599 O0.574814,1
Ca0.11016498 B0.31186801 O0.577967,0
Sr0.07287351 Al0.04923227 B0.29246893 O0.5854253,1
Ba0.03248464 B0.37401229 O0.59350307,1
Th0.03680617 Mg0.13683586 B0.24636391 O0.57999406,1
Sr0.25238701 B0.13112667 Br0.33481859 O0.28166773,1
Li0.02650728 Ca0.09095634 B0.31133056 O0.57120582,1
Sr0.06222639 Si0.18761726 B0.12507817 O0.62507817,1
Ba0.03296703 B0.37362637 O0.59340659,0
Sr0.10945802 B0.31243358 O0.5781084,1
Ca0.03203862 La0.19662058 B0.17774852 O0.59359228,1
Ba0.05243742 Ca0.05296443 B0.31567852 O0.57891963,1
Li0.25125628 Si0.15954774 B0.05778894 O0.53140704,1
Sr0.05840916 Si0.14616965 B0.17786909 O0.6175521,1
Mn0.26402878 B0.17841727 Mo0.00647482 O0.55107914,0
Sr0.07348421 Si0.08829282 B0.23526125 O0.60296172,1
La0.11106175 Zn0.0368725 B0.25944025 O0.5926255,0
Na0.26016785 In0.03163331 Ge0.17688832 O0.53131052,0
Sr0.07897182 Si0.15577578 B0.14989161 O0.61536079,1
Sr0.03593303 V0.08697428 B0.24948959 O0.6276031,1
Sr0.20821018 B0.20558292 Mo0.01740558 O0.56880131,1
Li0.04084184 Bi0.27755782 B0.09793707 O0.58366326,1
Cd0.07737802 In0.02316412 B0.31493346 O0.5845244,0
Ca0.06612861 Th0.05233012 B0.28430096 O0.5972403,1
La0.0528 Ga0.074 B0.2732 O0.6,0
K0.04909778 Bi0.08518674 B0.2853546 O0.58036089,0
Mn0.07287351 B0.34170119 O0.5854253,1
Li0.13173382 Al0.08963332 B0.23132639 O0.54730647,1
K0.14367816 Be0.09770115 B0.23563218 O0.52298851,0
Ba0.06990014 Na0.35449358 Ge0.10948645 O0.46611983,0
Sr0.07228036 Al0.04964712 B0.2925286 O0.58554393,1
Li0.2345679 B0.25925926 O0.50617284,0
Al0.05526161 Si0.23486185 B0.06290417 O0.64697237,1
Ti0.04363785 B0.09380098 Pb0.31729201 O0.54526917,1
Cd0.1835443 Si0.01582278 B0.23417722 O0.5664557,0
Na0.07041767 Zn0.03658958 Ge0.27373145 O0.6192613,1
Ba0.13897181 Be0.07993367 B0.22487562 O0.55621891,1
B0.36134646 Pb0.04831692 O0.59033662,1
Na0.10642857 Mg0.07142857 Ge0.2325 O0.58964286,1
Li0.36735838 B0.1239484 Mo0.03477285 O0.47392036,1
Zn0.24489796 B0.12244898 Pb0.10204082 O0.53061224,0
Ga0.18545114 B0.06493912 Pb0.18701218 O0.56259756,0
Zn0.14705882 Si0.01470588 B0.26470588 O0.57352941,1
Ti0.12530414 B0.17761557 Pb0.09002433 O0.60705596,0
Li0.0916428 Mn0.07003385 B0.28898724 O0.54933611,1
La0.22717149 Zn0.03786192 B0.14253898 O0.59242762,0
Ba0.10114703 Bi0.26746611 B0.05161627 O0.57977059,0
Ba0.14696071 Mg0.03836175 Ge0.07190511 B0.15011119 O0.51593773 F0.0767235,1
Li0.20423892 B0.27745665 O0.51830443,1
Cd0.04545455 B0.36363636 O0.59090909,1
K0.11552511 Si0.0130137 B0.31506849 O0.55639269,1
Ba0.1388102 Al0.11331445 B0.17563739 O0.57223796,1
Ba0.15625 Ge0.046875 B0.21875 O0.578125,1
Zn0.14062055 Bi0.15143752 B0.13606604 O0.57187589,1
Sm0.0624 Al0.1584 B0.1792 O0.6,1
Na0.04590598 Sb0.35709556 Pb0.01920106 O0.5777974,1
Na0.2349486 Al0.11806167 Si0.1174743 O0.52951542,1
B0.16597822 Pb0.29252722 O0.54149456,1
B0.2 Mo0.1 Pb0.05 O0.65,0
Cs0.404 Na0.12933333 Ge0.06666667 O0.4,0
Na0.274 Ti0.09833333 Si0.098 O0.52966667,0
Ba0.10148709 B0.31881033 O0.57970258,1
Na0.1604645 Ca0.0530483 B0.26128266 O0.52520454,0
Na0.18781726 Pr0.04822335 Si0.19923858 O0.56472081,1
Ba0.09090909 Na0.144 Si0.20072727 O0.56436364,1
Na0.11426492 Zn0.09170306 Si0.2150655 O0.57896652,0
Na0.10355178 Sb0.29864932 Pb0.04902451 O0.54877439,1
Na0.12822165 Al0.03350515 Si0.24130155 O0.59697165,1
Na0.08528785 Ge0.12366738 Bi0.20042644 O0.59061834,0
Na0.12781955 La0.06015038 Si0.21929825 O0.59273183,1
Ca0.1108742 Fe0.01599147 B0.29530917 O0.57782516,1
Na0.10526316 W0.21052632 O0.68421053,0
Sr0.0212766 Al0.08510638 B0.29787234 O0.59574468,0
Na0.1075 Al0.0625 Si0.2275 O0.6025,1
Ba0.07181136 Na0.1414791 Si0.21471954 O0.57199,1
Ca0.06245547 B0.35003562 O0.58750891,0
Na0.15920167 Fe0.27802274 B0.02645625 O0.53631933,0
Na0.17714945 Ti0.13271783 Ga0.13444893 O0.55568379,0
K0.03266667 Na0.102 Si0.266 O0.59933333,1
Na0.02860252 V0.25058293 Fe0.03202238 O0.68879217,1
Zn0.10810811 B0.27027027 Mo0.02702703 O0.59459459,1
Sr0.11517761 B0.30785791 O0.57696448,1
Na0.02165917 Sb0.3870045 O0.59133633,0
Na0.04123282 Bi0.29237818 B0.08288213 O0.58350687,0
Na0.06666667 Li0.206 Ge0.197 O0.53033333,1
Na0.25608696 Si0.0023913 P0.17391304 O0.5676087,0
Tl0.2345679 B0.25925926 O0.50617284,0
Na0.03675242 Fe0.09589041 P0.2014701 O0.66588707,1
Al0.10736842 Zn0.10526316 B0.20842105 O0.57894737,0
Zn0.09210526 B0.31578947 Pb0.01315789 O0.57894737,0
V0.22580645 B0.03225806 Mo0.03225806 O0.70967742,1
Zn0.15151515 Si0.03030303 B0.24242424 O0.57575758,1
Cd0.18218373 B0.25425302 O0.56356325,0
Li0.11111111 B0.22222222 Sb0.11111111 O0.55555556,0
Ge0.16013764 B0.20698782 Pb0.00105876 O0.63181578,1
Li0.02124183 Bi0.24509804 B0.14215686 O0.59150327,1
Ge0.03564798 B0.14779057 Pb0.26178983 O0.55477163,1
Bi0.0804 B0.3196 O0.6,0
Li0.05782848 V0.0743509 B0.26121164 O0.60660897,1
Ca0.06529538 In0.05261899 B0.2951447 O0.58694092,0
Ag0.32392559 B0.177678 I0.13983323 O0.35856318,1
Si0.20588235 Ge0.02941176 B0.11764706 O0.64705882,0
Cd0.17555706 Si0.08068872 B0.16272789 O0.58102633,1
Ca0.01977664 B0.35644486 Pb0.03466729 O0.58911121,1
Ba0.07225131 Th0.0460733 B0.28691099 O0.5947644,1
B0.37089618 Pb0.03637977 O0.59272405,0
Ba0.04605263 Ca0.05921053 B0.31578947 O0.57894737,1
Cd0.24846626 Si0.08588957 B0.09815951 O0.56748466,1
Ba0.15387589 Mg0.03924222 Ge0.09742896 B0.11289387 O0.51807462 F0.07848444,1
Cd0.17281821 Ge0.10313901 B0.13797861 O0.58606416,1
Zn0.13114754 B0.2295082 Pb0.08196721 O0.55737705,1
Li0.14500198 B0.25009878 Mo0.03931252 O0.56558672,0
B0.36609558 Pb0.04238052 O0.5915239,1
Li0.19119287 Cd0.06744705 B0.23132664 O0.51003344,0
Zn0.0362289 B0.11774393 Pb0.31659119 O0.52943598,1
Cd0.14905933 B0.28075253 O0.57018813,1
V0.2405771 Cd0.04743012 B0.02524797 O0.68674482,1
Ba0.04493872 B0.36404902 O0.59101226,1
Ba0.03363377 V0.00175863 B0.37063091 O0.5939767,1
Ti0.05755001 B0.26253768 Pb0.08550288 O0.59440943,0
Ba0.16666667 Ca0.00016683 Ge0.08358358 B0.16616617 O0.58308308 F0.00033367,1
Na0.01999184 Bi0.2243982 B0.16360669 O0.59200326,1
Ti0.01355748 B0.29609544 Pb0.10954447 O0.5808026,1
Cd0.10981122 B0.31215102 O0.57803776,1
K0.00080064 Bi0.25060048 B0.14891914 O0.59967974,1
Na0.27488805 Ca0.03341371 Ge0.1736135 O0.51808474,0
Sr0.07353305 Si0.00866551 B0.33077494 O0.58702649,1
Ca0.07376649 Ga0.04640938 B0.29457743 O0.5852467,1
B0.24645446 Pb0.19193193 O0.56161361,1
La0.12169637 B0.23765622 W0.02540463 O0.61524278,1
Ag0.11111111 B0.33333333 O0.55555556,1
Tl0.01669041 Bi0.30449827 B0.08548748 O0.59332383,0
La0.1108 B0.2892 O0.6,1
K0.1627907 Be0.10882528 B0.21526535 O0.51311866,1
Zn0.12179137 B0.3025669 O0.57564173,1
Zr0.01733577 Tl0.10583942 B0.31569343 O0.56113139,1
Zn0.02142026 B0.35622817 Pb0.03329453 O0.58905704,0
V0.14087657 Cd0.08631485 B0.13372093 O0.63908766,1
Ca0.03662597 Ga0.04306326 B0.32763596 O0.59267481,1
Mg0.01266348 Al0.06020345 B0.32966577 O0.5974673,0
La0.08139299 B0.29884592 W0.01235068 O0.60741041,1
Ba0.10422683 B0.31661854 O0.57915463,1
B0.2035429 Pb0.24557138 O0.55088572,1
Si0.08 B0.08 Pb0.28 O0.56,1
Sr0.10526316 Al0.10526316 B0.21052632 O0.57894737,1
Tl0.22129946 B0.26722032 O0.51148021,1
Sr0.1641791 Al0.05970149 B0.20895522 O0.56716418,1
Ca0.14042069 Al0.17168846 B0.11597499 O0.57191586,1
Cd0.11386697 Ge0.03382187 B0.26832018 O0.58399098,1
Ge0.00992761 B0.38428128 Pb0.00475698 O0.60103413,0
La0.11628597 Cd0.1610798 B0.15485019 O0.56778404,1
Mg0.13342898 Sn0.01721664 B0.27259684 O0.57675753,1
Sr0.08457711 Si0.02775596 B0.29903116 O0.58863577,1
Na0.226 Ti0.15733333 Si0.063 O0.55366667,0
Ba0.17624251 Cd0.07789919 B0.19668664 O0.54917166,0
Mg0.10457173 B0.31634262 O0.57908565,0
Sr0.0880304 Si0.15959468 B0.13806206 O0.61431286,1
Si0.05405405 B0.27027027 Pb0.08108108 O0.59459459,1
Zr0.01142098 Cd0.10172643 B0.30491368 O0.58193891,1
Li0.24088341 B0.18644068 W0.0431433 O0.52953261,0
Sr0.02278612 Si0.11315381 B0.24598654 O0.61807354,0
Al0.0508001 B0.27686055 Pb0.09042418 O0.58191516,1
Ca0.01969922 La0.16903198 B0.21520864 O0.59606016,1
Ti0.07505361 B0.14010007 Pb0.2122945 O0.57255182,0
Na0.13739763 Ga0.31756142 O0.54504095,0
Ba0.15516014 Be0.10462633 B0.19217082 O0.5480427,0
Li0.22209883 Si0.08300944 B0.16712937 O0.52776235,1
Zn0.20051249 B0.23959001 O0.5598975,1
Na0.17982873 Ti0.00475737 B0.28639391 O0.52901998,0
Na0.01917976 Al0.122424 B0.26606815 O0.5923281,0
Na0.12856674 Pr0.01705477 Si0.25483765 O0.59954083,1
Na0.16923077 Al0.07692308 Si0.18461538 O0.56923077,1
Sr0.04642116 Si0.07806017 B0.26919087 O0.6063278,0
Ba0.06306598 Cd0.14262613 B0.23544631 O0.55886158,0
Ca0.07798618 Fe0.02566634 B0.31194472 O0.58440276,1
Ga0.15248762 B0.2270084 Pb0.02562998 O0.594874,0
Y0.0644 Fe0.1252 B0.2104 O0.6,0
Rb0.05058489 Si0.26588682 B0.05058489 O0.63294341,1
V0.2230869 Cd0.04984251 B0.04780434 O0.67926626,1
Li0.13739763 Nd0.00045496 B0.31710646 O0.54504095,1
La0.08881421 Zn0.06673068 B0.25780125 O0.58665386,1
Ca0.13681241 Fe0.0180536 B0.27249647 O0.57263752,1
Ga0.13879159 B0.23598949 Pb0.03152364 O0.59369527,0
Ba0.01640147 Cd0.05826193 B0.34026928 O0.58506732,1
La0.1104 B0.2896 O0.6,1
K0.13992395 Sr0.04207858 B0.28238276 O0.5356147,0
Ca0.0552359 Zn0.09090909 B0.283084 O0.570771,1
Mg0.09617954 B0.24739514 W0.04728827 O0.60913706,0
Ge0.25009374 Pb0.12485939 O0.62504687,1
La0.08096828 Sn0.02170284 B0.29298831 O0.60434057,0
Na0.00074074 Ca0.11111111 Ge0.25888889 O0.62925926,1
Na0.258 Li0.04 Ge0.18433333 O0.51766667,1
Na0.0979021 Ti0.07542458 B0.25074925 O0.57592408,1
Si0.03333333 B0.2 Pb0.2 O0.56666667,1
Sr0.02348153 Cd0.16499687 B0.24921728 O0.56230432,0
Al0.05263158 Si0.15789474 B0.15789474 O0.63157895,1
Sr0.08919883 Cd0.11806682 B0.23418748 O0.55854687,0
Ba0.16208791 Ca0.01282051 B0.26007326 O0.56501832,1
Na0.264 Ge0.20133333 O0.53466667,0
Ca0.12479384 Fe0.00054975 B0.29961517 O0.57504123,1
Ba0.06820652 Ca0.0513587 B0.30434783 O0.57608696,1
Na0.14412683 Mn0.0189767 B0.29834254 O0.53855393,1
Ba0.03642803 Si0.07715659 B0.27826967 O0.60814571,1
K0.04079933 Bi0.08451291 B0.29100749 O0.58368027,1
Ca0.06586826 Fe0.03928144 B0.30802395 O0.58682635,1
Zn0.11940299 B0.26865672 Pb0.04477612 O0.56716418,1
Ca0.05255846 Fe0.04630702 B0.31164621 O0.58948831,1
Ba0.09137315 Ti0.00102093 B0.32567637 O0.58192956,1
Ca0.14573153 Bi0.0649612 B0.21845358 O0.57085369,0
Zn0.21635884 B0.22691293 O0.55672823,0
Na0.2189176 Al0.05070697 Bi0.21794247 O0.51243296,0
Ba0.17916592 Ge0.09271523 B0.13853589 O0.55521747 F0.03436549,1
Ca0.10875332 Fe0.05251989 B0.26047745 O0.57824934,1
V0.20338983 B0.03389831 Mo0.05084746 O0.71186441,1
Ba0.0212766 B0.38297872 O0.59574468,1
Ba0.04571299 B0.36342961 O0.5908574,1
Ba0.09123583 Ca0.03621786 B0.29803705 O0.57450926,1
Ca0.04493872 Al0.08987744 B0.27417158 O0.59101226,0
Gd0.0604 Al0.1796 B0.16 O0.6,0
Ba0.04416761 Bi0.13680634 B0.22785957 O0.59116648,1
Ti0.06372078 B0.19724624 Pb0.15786103 O0.58117195,0
Ba0.02082448 Bi0.21036974 B0.17297068 O0.5958351,1
Cd0.11126526 B0.16759156 Pb0.08240844 O0.25138735 F0.38734739,1
Ca0.12630998 Al0.00937672 B0.28957529 O0.574738,0
Si0.06818182 B0.31818182 O0.61363636,0
Li0.12258644 Pr0.09654243 B0.2299057 O0.55096542,0
Li0.21424802 Si0.0525066 B0.20844327 O0.52480211,1
Na0.23704707 Mg0.01693193 Ge0.20352184 O0.54249915,1
Na0.02810963 Zn0.05411103 Ge0.2832045 O0.63457484,0
Mg0.11699541 B0.30640367 O0.57660092,1
B0.36568849 Pb0.04288939 O0.59142212,0
Gd0.08008008 Al0.17937938 B0.14054054 O0.6,0
B0.20689655 Pb0.24137931 O0.55172414,1
B0.13333333 Mo0.06666667 Pb0.2 O0.6,0
Ba0.09295072 Na0.03212726 Mn0.18683718 P0.03212726 O0.09638178 F0.5595758,1
Na0.13378685 Sb0.31972789 O0.54648526,1
Mg0.12517194 Ga0.02365887 B0.27620358 O0.57496561,1
Ba0.01098901 Na0.24175824 P0.17582418 O0.57142857,1
Cd0.04785714 B0.28571429 Pb0.04738095 O0.42857143 F0.19047619,1
Ca0.10388248 Al0.10545645 B0.21143757 O0.5792235,1
Ba0.0943804 Mg0.17327089 B0.18587896 O0.54646974,0
Na0.12422102 Cu0.04113004 P0.20897383 O0.62567511,1
Ge0.1334668 B0.13279947 Pb0.13380047 O0.59993327,1
Ba0.0955414 Na0.15286624 P0.1656051 O0.58598726,1
V0.17844233 Bi0.01478804 B0.1353927 O0.67137693,1
Ca0.12707182 Fe0.07679558 B0.22154696 O0.57458564,1
Na0.23657143 Ti0.096 Ga0.14285714 O0.52457143,0
Na0.03863731 Bi0.25176568 B0.12505193 O0.58454508,1
Na0.19926691 Mg0.00066644 Ge0.23325558 O0.56681106,1
Na0.14825797 V0.22164566 Fe0.00074129 O0.62935508,0
Na0.06373732 V0.25816836 Fe0.00032191 O0.67777241,0
Na0.17554859 Ti0.19592476 Ga0.05956113 O0.56896552,0
Na0.02591054 Sb0.14813004 W0.14446346 O0.65558543 F0.02591054,0
Na0.04448712 V0.24355897 Fe0.03232517 O0.67962874,1
Na0.2042042 Li0.07607608 Ge0.19319319 O0.52652653,1
Ca0.12593001 Al0.13226784 B0.16698815 O0.574814,0
Na0.13363533 Bi0.22921857 B0.09060023 O0.54654587,1
Na0.254375 Si0.1540625 B0.0625 O0.5290625,1
Na0.04733333 Li0.15666667 Ge0.23133333 O0.56466667,0
Na0.09270906 Sb0.32518053 Pb0.02399255 O0.55811787,1
Na0.05854474 Sb0.27543909 Pb0.11179258 O0.55422359,1
Ca0.06243442 Th0.06217209 B0.27544596 O0.59994753,0
Si0.05882353 B0.23529412 Pb0.11764706 O0.58823529,1
Sr0.01030928 Al0.02061856 B0.37113402 O0.59793814,0
Na0.1498847 Ca0.15295926 Ge0.15641814 O0.54073789,0
Li0.13327289 Ga0.02221215 B0.29782412 O0.54669084,1
Na0.21692411 Mg0.00738751 Ge0.21994627 O0.55574211,0
Ba0.12612613 Na0.16966967 Ge0.16441441 O0.53978979,0
Na0.25 Sb0.25 O0.5,1
K0.12690482 Sr0.04071946 B0.29128154 O0.54109418,1
Na0.36842105 Si0.02631579 P0.10526316 O0.5,0
Na0.548125 Zr0.0071875 B0.0625 O0.3821875,0
Rb0.14 Na0.13066667 Ge0.198 O0.53133333,1
Na0.13481616 Bi0.22741716 B0.09169315 O0.54607354,0
Na0.10778443 Bi0.13484143 B0.20048791 O0.55688623,1
B0.34098681 Pb0.07376649 O0.5852467,1
Ba0.04910509 B0.36071592 O0.59017898,1
Li0.09291412 Mg0.02674801 B0.32285312 O0.55748475,1
Na0.24368825 Fe0.13254665 Si0.10839737 O0.51536773,0
Sr0.21212121 V0.12121212 B0.06060606 O0.60606061,0
Na0.25766871 B0.01840491 P0.16213848 O0.56178791,0
Na0.06744666 V0.2071576 Fe0.06951136 O0.65588438,1
Na0.15766871 Sb0.17668712 W0.0607362 O0.44723926 F0.15766871,0
Na0.3425224 Ca0.03376981 Ge0.13955892 O0.48414886,0
Na0.06136087 Sb0.24119077 Pb0.15249089 O0.54495747,1
Na0.07738333 Ca0.19545273 Ge0.16433985 O0.56282409,0
Na0.16 Si0.02 P0.2 O0.62,1
Na0.14814815 P0.22222222 O0.62962963,1
Na0.12411576 Ga0.03536977 Ge0.24180064 O0.59871383,1
Na0.16063138 Bi0.18616527 B0.1174559 O0.53574745,0
Na0.12883845 Ge0.26802403 Pb0.00133511 O0.6018024,1
Rb0.33666667 Na0.13066667 Ge0.09966667 O0.433,0
Na0.06866156 Mn0.03038738 B0.33449316 O0.5664579,1
Cs0.072 Na0.13066667 Ge0.232 O0.56533333,1
Cd0.04519646 Bi0.09084715 B0.27299568 O0.59096071,0
Na0.35066703 B0.17261094 W0.01061802 O0.466104,1
Ti0.07402913 B0.29368932 Pb0.02184466 O0.61043689,0
Ba0.02741278 Na0.12120526 Ga0.07793385 P0.12120526 O0.36361577 F0.2886271,0
Fe0.0388 Bi0.0176 B0.3436 O0.6,0
Sr0.10337698 Si0.20640937 B0.06960717 O0.62060648,1
Li0.11971646 Mn0.06432134 B0.27671305 O0.53924915,1
Na0.18990957 Ga0.19038553 B0.09566873 O0.52403617,1
Na0.125 Zn0.1 P0.175 O0.6,1
Na0.02082483 B0.08166599 Sb0.30583912 O0.59167007,1
Na0.07142857 Mg0.01078167 Si0.29043127 O0.62735849,0
Fe0.2012 B0.1988 O0.6,0
Ba0.15074063 La0.17484752 B0.10455998 O0.56985187,0
Al0.03080986 B0.23474178 Pb0.14495305 O0.49706573 F0.09242958,1
Ba0.1875 La0.13 B0.12 O0.5625,0
La0.10506864 Cd0.10665259 B0.20960929 O0.57866948,1
Na0.19810379 Ti0.0247006 B0.25149701 O0.5256986,1
La0.14579256 Cd0.07436399 B0.19471624 O0.5851272,1
Na0.18160322 Ti0.07259399 P0.14566091 O0.60014188,1
Ca0.14383562 Ge0.18637347 B0.06128335 O0.60850757,1
Na0.14704088 Ti0.18913972 Al0.08480781 O0.57901159,0
Li0.30684788 Al0.15525353 B0.06063774 O0.47726085,1
Ba0.08235294 Na0.11764706 P0.18823529 O0.61176471,1
Na0.23589453 Ti0.09016161 B0.15026935 O0.52367451,0
Na0.08799826 B0.17294707 Sb0.17425398 O0.5648007,0
Na0.10303239 V0.22363887 P0.01791868 O0.65541006,0
Na0.22281945 Ga0.07231859 B0.19398974 O0.51087222,0
Na0.28139416 Ga0.10097386 B0.13018965 O0.48744234,1
Na0.19104335 Ga0.00142925 B0.28394474 O0.52358266,1
Na0.5625 Al0.0625 O0.375,0
Cd0.0303626 Bi0.31411097 B0.06159895 O0.59392748,1
Na0.19241126 B0.23402693 W0.03157895 O0.54198286,1
Na0.08790252 Al0.04090513 B0.30635335 O0.56483899,1
Na0.14994233 Ge0.15609381 Pb0.15340254 O0.54056132,1
Li0.09627183 Mn0.02784332 B0.31996225 O0.55592261,1
Ba0.07181136 Na0.13504823 Ge0.21793498 O0.57520543,1
Na0.26582278 Al0.12 B0.12050633 O0.49367089,0
Na0.3317821 B0.14180126 W0.03695593 O0.48946072,1
Na0.05307498 Bi0.16891323 B0.19924179 O0.57877001,0
Na0.13946696 Mg0.09529025 Ge0.20007302 O0.56516977,0
Na0.08648414 Al0.17383746 B0.17427206 O0.56540635,0
Be0.13736939 B0.25691457 Pb0.0414874 O0.56422864,1
Ba0.05229961 Na0.10538765 Mn0.10538765 P0.10538765 O0.31616294 F0.31537451,1
V0.28489703 B0.00114416 O0.71395881,1
Sr0.01415593 Si0.00697232 B0.38030847 O0.59856328,1
Li0.05385996 Mg0.07617338 B0.30674532 O0.56322134,1
Na0.07258383 V0.08639053 B0.23550296 O0.60552268,1
