formula,target
K0.0957782 Ti0.23976055 B0.05482042 O0.60964083,0
Ti0.02464066 Cd0.07802875 B0.30800821 O0.58932238,0
Ba0.11111111 P0.22222222 O0.66666667,0
Ca0.14068441 Ge0.23954373 O0.61977186,0
Mg0.02 Zn0.18 Si0.2 O0.6,0
Sr0.04788249 Zn0.01945822 P0.24723388 O0.68542541,1
Sm0.1272 Ga0.0552 B0.2176 O0.6,0
V0.06784661 Zn0.30383481 B0.0619469 O0.56637168,0
La0.1092 B0.2908 O0.6,1
V0.00144648 Cd0.06894889 B0.34281581 O0.58678881,1
Cd0.11111111 Si0.25925926 O0.62962963,0
Ba0.11399926 Ge0.25733383 O0.62866691,0
Ca0.16281896 Al0.25151883 Si0.01518834 O0.57047388,1
Ca0.09970674 Ti0.13819648 Si0.12866569 O0.63343109,1
La0.0619137 Ge0.28173859 O0.65634772,0
Ba0.04840764 Ga0.09299363 Si0.22356688 O0.63503185,1
K0.09420916 Be0.29645635 Si0.08859118 O0.5207433,0
Si0.1377551 Bi0.23469388 O0.62755102,1
Ba0.04468133 B0.36425493 O0.59106373,1
Ca0.11731844 Ge0.25512104 O0.62756052,1
Li0.09 Cd0.36363636 Si0.04590909 O0.50045455,0
Li0.1902497 Bi0.23876338 B0.0470868 O0.52390012,0
Li0.18679549 Bi0.03542673 P0.18035427 O0.59742351,0
Cd0.23325635 Ge0.11239415 Bi0.07852194 O0.57582756,1
Ca0.20798106 Al0.1934393 Si0.03347988 O0.56509976,1
Zn0.20689655 Ni0.03448276 B0.20689655 O0.55172414,0
Ba0.13118104 Ca0.09480997 Si0.18267266 O0.59133633,1
Ca0.20714758 Al0.21442753 Si0.01654533 O0.56187955,1
Ba0.16033484 Ga0.19446233 Si0.0643915 O0.58081133,0
Ba0.11185468 Ga0.15678776 Si0.12810707 O0.60325048,1
Ba0.08152054 V0.145902 B0.13052076 O0.64205669,1
Ba0.11978466 Al0.11036339 Ge0.1615074 O0.60834455,1
Ti0.02275561 V0.16895262 P0.09725686 O0.71103491,1
U0.03333333 Ti0.03333333 Si0.26666667 O0.66666667,0
Ti0.08783784 V0.11274131 P0.0976834 O0.70173745,1
La0.0234375 Tl0.06119792 Ge0.28320312 O0.63216146,1
La0.03228931 Tl0.15886342 Ge0.22699387 O0.58185341,1
Ce0.12158884 Al0.09035779 Si0.13644633 O0.65160703,0
Mn0.02292683 Sb0.34146341 Pb0.0502439 O0.58536585,1
Ba0.06101938 Mg0.01471644 Ge0.28284279 O0.64142139,1
La0.05362776 Tl0.05362776 Ge0.26182965 O0.63091483,1
Ba0.10875332 B0.31299735 O0.57824934,0
Cd0.13159609 Ge0.11693811 B0.15439739 O0.5970684,1
Cu0.07159156 B0.28636623 Pb0.07045066 O0.57159156,1
K0.2158461 Ge0.19628301 W0.02184545 O0.56602543,0
La0.02723735 Tl0.02918288 Ge0.2960441 O0.64753567,0
Sr0.00093487 La0.06606419 Ge0.27765659 O0.65534434,0
V0.17181246 Fe0.00057176 P0.11349342 O0.71412236,1
La0.21977574 Th0.00917431 B0.16921509 O0.60183486,1
Sn0.1900379 P0.16134272 Cl0.11044938 O0.53817001,1
Zn0.16427266 Bi0.00679028 P0.18699399 O0.64194307,0
Ba0.08336079 Ca0.03080725 Al0.05057661 P0.15172982 O0.45518946 F0.22833608,1
K0.36333333 Ti0.15166667 O0.485,0
Mg0.02439024 Al0.01626016 P0.2601626 O0.69918699,1
Li0.25831601 Ta0.11018711 Si0.0756237 O0.55587318,0
Mg0.02668501 Sn0.15845942 P0.17991747 O0.6349381,1
Al0.09375 P0.21875 O0.6875,0
V0.27255827 P0.01315601 O0.71428571,0
Ca0.00043422 Ti0.12939644 P0.17455493 O0.69561442,1
Mn0.04695978 Si0.01870907 P0.24284378 O0.69148737,1
Sr0.08407613 Ti0.06649 P0.18067935 O0.66875452,0
P0.0759759 Pb0.0814776 W0.14278229 O0.69976421,0
Cs0.32301032 Tl0.03996004 Ge0.15184815 O0.48518149,1
Li0.10752056 Al0.1186839 Ge0.1806698 O0.59312573,0
V0.27114286 P0.01457143 O0.71428571,0
Ca0.0683708 Al0.14351709 Ge0.16815522 O0.61995688,0
Sr0.09361121 La0.06969593 Ge0.21284592 O0.62384694,1
Ca0.20079787 Al0.20345745 Ge0.02992021 O0.56582447,1
Ba0.1114241 In0.06103286 Ge0.14053208 O0.28106416 F0.40594679,0
Cs0.32066667 Tl0.00133333 Ge0.17233333 O0.50566667,1
Ca0.05115627 Ge0.29922915 O0.64961458,1
Ca0.19236884 Si0.20508744 O0.60254372,0
Mg0.09422011 Be0.09342835 Ge0.20823436 O0.60411718,1
Ba0.09772863 W0.20113568 O0.70113568,1
Li0.05283467 Al0.10863758 Ge0.21638468 O0.62214307,0
Ca0.05873715 Fe0.17679883 Si0.14684288 O0.61762115,0
Sr0.15207373 Ge0.23195084 O0.61597542,0
La0.06103286 Al0.05868545 Ge0.23356808 O0.64671362,0
Zr0.03283996 Al0.30619796 Si0.0453284 O0.61563367,1
Ba0.1921464 Al0.04727411 Ge0.16584064 O0.59473885,0
Sr0.18518519 Al0.07407407 Si0.14814815 O0.59259259,1
Ca0.16339156 Fe0.0727802 Si0.16375546 O0.60007278,1
Ca0.09546314 Al0.14933837 Si0.1452426 O0.60995589,1
Tl0.30733333 Ge0.17966667 O0.513,1
Li0.09733333 Tl0.15533333 Ge0.207 O0.54033333,0
Ca0.09123977 Fe0.18187329 Si0.12094574 O0.60594119,0
V0.1489257 Zn0.02985075 P0.11973102 O0.70149254,1
Mg0.1729793 Ga0.00156189 Si0.21671222 O0.60874658,1
Li0.20912421 Si0.19180819 Sn0.03696304 O0.56210456,0
Si0.13291139 Bi0.24050633 O0.62658228,0
K0.20133333 Ti0.18333333 Si0.04933333 O0.566,0
Ca0.05015198 Al0.13738602 Si0.18541033 O0.62705167,1
Sr0.06232295 Li0.0878187 Si0.24787535 O0.601983,0
Li0.04494949 Ta0.12121212 Si0.16944444 O0.66439394,1
Li0.21276596 Cd0.27659574 Si0.04255319 O0.46808511,0
Li0.18473139 Ta0.14655985 Si0.06998115 O0.59872762,0
Li0.26133333 Si0.20266667 O0.536,1
Sr0.1238909 Ta0.06901084 Si0.17022675 O0.63687151,1
Ba0.07102273 Zn0.14650974 Si0.18831169 O0.59415584,0
K0.23733333 Ti0.199 Si0.01566667 O0.548,0
Ti0.16833333 Si0.165 O0.66666667,0
Nd0.11423748 Al0.04164322 Si0.20343275 O0.64068655,1
Li0.18395657 Ga0.09529554 Si0.1619421 O0.55880579,0
Ba0.02970297 Si0.05940594 P0.21782178 O0.69306931,1
K0.07250107 Al0.13084513 Bi0.22565423 O0.57099957,0
Mg0.14385965 Al0.09122807 Si0.16140351 O0.60350877,1
Ba0.02556634 Yb0.00485437 P0.26763754 O0.70194175,0
Al0.06966292 P0.13725151 Pb0.10319793 O0.41175454 F0.2781331,0
K0.224 Si0.22133333 O0.55466667,1
Mg0.16245487 Al0.07942238 Si0.15884477 O0.59927798,1
La0.11457456 Ge0.18056726 W0.04296546 O0.66189273,1
V0.18960097 Zn0.13857316 P0.01692866 O0.65489722,0
Zn0.03448276 Sb0.03448276 P0.24137931 O0.68965517,1
Mn0.07407407 V0.20777778 P0.01444444 O0.7037037,1
V0.18834586 Hg0.06315789 P0.0612782 O0.68721805,1
Sr0.03555402 Li0.0697273 Si0.274767 O0.61995167,0
Cu0.04458599 Bi0.24203822 Pb0.15286624 O0.56050955,0
Mg0.04738994 Sn0.08972817 P0.20736108 O0.65552081,1
Mg0.15636364 Al0.06545455 Si0.17454545 O0.60363636,1
Ba0.05847047 Yb0.06156825 P0.20832527 O0.67163601,0
Y0.13676948 Al0.13676948 Zn0.08745942 Si0.04707792 O0.5919237,0
Ba0.07703166 La0.03448276 P0.18027828 O0.4506957 F0.2575116,0
K0.0861244 Be0.30491518 Si0.08699435 O0.52196607,0
Mg0.14801444 Al0.06498195 Si0.18050542 O0.60649819,1
Si0.03191489 Bi0.36170213 O0.60638298,1
Zn0.07883153 Si0.19967987 Pb0.12164866 O0.59983994,1
Ca0.24533001 Si0.16977999 O0.58489,0
Ba0.14301844 Ga0.01505457 Si0.22544223 O0.61648476,1
Mg0.11082283 Si0.25945145 O0.62972572,1
Rb0.132 Si0.26733333 O0.60066667,1
Mg0.15867159 Al0.05166052 Si0.18450185 O0.60516605,0
Gd0.07302231 Al0.1663286 Si0.13387424 O0.62677485,0
Ca0.21447903 Al0.19959405 Si0.02401894 O0.56190798,1
Ca0.10073382 Al0.10006671 Si0.18278853 O0.61641094,1
Ca0.09170306 Ti0.18413392 Si0.08806405 O0.63609898,1
Al0.06132666 Si0.06132666 Pb0.1902378 O0.12265332 F0.56445557,0
Sr0.03045267 V0.26798354 P0.00032922 O0.70123457,0
Th0.01828082 Zn0.168028 Si0.20303384 O0.61065733,0
Th0.01323484 Cd0.17082179 B0.24746076 O0.56848261,0
V0.22885714 P0.05685714 O0.71428571,1
Ca0.20304737 Al0.20934084 Si0.02351772 O0.56409407,1
Gd0.14614615 Al0.1031031 Si0.12562563 O0.62512513,0
Cd0.36301681 Si0.09132213 O0.54566106,0
K0.04367201 Be0.3368984 Si0.0868984 O0.53253119,0
Ba0.03054221 U0.17536033 Si0.13761153 O0.65648593,0
Ca0.19956379 Fe0.10905125 Si0.10941476 O0.58197019,0
Ba0.00764818 La0.06205458 P0.20823918 O0.52059795 F0.20146011,0
Ca0.06117505 Al0.15263477 Si0.16535433 O0.62083586,1
Ca0.09130593 Ti0.19170607 Si0.08075664 O0.63623136,1
Ca0.06702234 Al0.0666889 Si0.23307769 O0.63321107,0
Ca0.02842466 U0.14315068 Si0.17123288 O0.65719178,0
Ca0.02910909 Al0.14701558 Si0.19141429 O0.63246104,1
Tl0.344 Si0.16133333 O0.49466667,0
Si0.05574062 Bi0.33311126 O0.61114812,0
Ca0.14591291 Si0.23605806 O0.61802903,0
Ca0.15384615 Si0.23076923 O0.61538462,1
Ca0.07936508 Al0.12698413 Si0.17460317 O0.61904762,1
Ca0.11362984 Al0.25193687 Si0.04763271 O0.58680057,1
Zr0.06666667 Si0.26666667 O0.66666667,0
Sc0.03676183 Cd0.21001173 Si0.16269065 O0.59053578,1
Ba0.1185022 P0.20352423 O0.57665198 F0.10132159,0
Y0.15110357 U0.0942275 Si0.11318619 O0.64148274,0
Ca0.2295082 Si0.18032787 O0.59016393,1
K0.07692308 Ca0.03846154 P0.23076923 O0.65384615,1
La0.04918033 P0.2295082 O0.57377049 F0.14754098,0
Li0.20774355 Fe0.04163197 P0.16694421 O0.58368027,1
K0.13898757 Ti0.06904973 P0.1669627 O0.625,1
Cd0.23813454 Si0.17457697 O0.58728849,0
Nd0.00986842 Al0.00328947 Si0.32236842 O0.66447368,1
K0.304 Si0.18133333 O0.51466667,1
Zn0.2180268 Si0.18798214 O0.59399107,0
K0.01916021 Bi0.0203832 B0.36812067 O0.59233592,1
Ba0.04134484 Sr0.11540209 Al0.07042254 P0.08268969 O0.24806906 F0.44207179,1
Sr0.18331099 Zr0.06199732 B0.17895442 O0.57573727,0
Ca0.08872708 B0.197411 Mo0.08225458 O0.63160734,1
K0.01214575 Bi0.22510121 B0.16761134 O0.5951417,0
K0.00766593 Bi0.08109744 B0.31430301 O0.59693363,1
V0.11726877 Cd0.02099489 B0.2190278 O0.64270853,1
V0.08960132 Cd0.03904644 B0.243321 O0.62803124,1
K0.0076582 Bi0.24345022 B0.15195486 O0.59693672,0
V0.27198602 Bi0.00232964 B0.01688992 O0.70879441,1
Mn0.19080824 B0.22757528 Mo0.01236133 O0.56925515,0
Ba0.05629506 Mg0.22102052 Ge0.02856351 B0.05546312 O0.19661675 F0.44204104,0
Si0.04229935 B0.34924078 O0.60845987,1
Si0.07142857 Ge0.02380952 B0.28571429 O0.61904762,0
B0.36259977 Pb0.04675029 O0.59064994,1
Ba0.12409307 Mg0.12584438 Ge0.12309232 B0.0020015 O0.37327996 F0.25168877,1
Sr0.04545455 Bi0.21863636 B0.145 O0.59090909,1
B0.20689655 Pb0.24137931 O0.55172414,1
Ba0.00244798 Mn0.07221542 B0.34026928 O0.58506732,0
Y0.08 Al0.1192 B0.2008 O0.6,1
Cd0.07951553 Ge0.03896788 Bi0.28962612 O0.59189047,0
Ca0.1252354 Ge0.0960452 B0.18455744 O0.59416196,1
Sr0.17460317 Si0.03174603 B0.22222222 O0.57142857,0
Ag0.13072204 B0.3166588 I0.02453988 O0.52807928,1
Li0.17567568 Ge0.14659224 B0.1186839 O0.55904818,1
V0.03185559 Cd0.11972392 B0.25962304 O0.58879745,1
Ca0.09479133 Ge0.16661275 B0.12423164 O0.61436428,1
Fe0.27301732 B0.08979034 Pb0.04649043 O0.59070191,0
Cd0.19080539 B0.20532319 Pb0.05254062 O0.5513308,0
Ba0.00020012 La0.09565739 B0.30418251 O0.59995998,1
Sr0.248501 V0.0799467 B0.08927382 O0.58227848,0
Ca0.13084112 Ge0.13818425 B0.12950601 O0.60146862,1
Ca0.02537764 Ge0.21722054 B0.11903323 O0.63836858,1
Bi0.2626739 B0.08960151 Pb0.05965574 O0.58806885,0
Sr0.11580182 Ge0.05922017 B0.23629434 O0.58868367,1
Sr0.06934042 Bi0.22952404 B0.11500362 O0.58613192,1
Cu0.0402314 B0.31606626 Pb0.06468577 O0.57901657,1
Ti0.07263255 B0.20962305 Pb0.12902237 O0.58872203,0
Cu0.00113404 B0.36425493 Pb0.04354729 O0.59106373,1
Ti0.04783259 B0.30293971 Pb0.04957648 O0.59965122,0
Y0.0788 Al0.14 B0.1812 O0.6,1
Cu0.102526 B0.27043091 Pb0.05943536 O0.56760773,1
Ba0.10677467 Ge0.26030928 B0.00220913 O0.63070692,0
Mg0.02030009 Ge0.0211827 B0.35834069 O0.60017652,1
Sr0.12048193 Mg0.12048193 B0.20722892 O0.55180723,0
Cu0.03018223 B0.28701595 Pb0.11104784 O0.57175399,1
Cd0.1830715 Ge0.02693171 B0.22122475 O0.56877204,1
Zn0.04493872 Bi0.23104857 B0.13300045 O0.59101226,1
Cd0.21181915 Ge0.07226771 B0.14382342 O0.57208971,1
Sn0.07717475 P0.23056197 Cl0.07736721 O0.61489607,1
Mg0.09035963 Ge0.11997582 B0.18374131 O0.60592324,1
Sr0.20270778 Si0.13614141 B0.07446408 O0.58668672,0
Si0.08604917 B0.22813036 Pb0.08576329 O0.60005718,0
Fe0.0012 Bi0.3984 B0.0004 O0.6,1
Li0.23163265 Si0.02193878 B0.23469388 O0.51173469,1
Si0.1 Ge0.025 B0.25 O0.625,0
Ca0.17537427 Ga0.10876871 B0.15093187 O0.56492515,1
Mg0.04416761 B0.36466591 O0.59116648,1
K0.07471608 Ti0.20980275 B0.10340705 O0.61207412,0
Ge0.04066694 B0.09678731 Pb0.31801545 O0.5445303,0
Li0.24868004 Si0.03563886 B0.20802534 O0.50765576,1
Tl0.23871554 B0.18358073 Pb0.09148743 O0.4862163,1
Sr0.05324675 Be0.15454545 B0.23376623 O0.55844156,0
Ba0.0048391 Cd0.06508589 B0.34406 O0.586015,0
B0.0792 Sb0.3208 O0.6,0
Ba0.00020012 La0.08324995 B0.31658995 O0.59995998,1
Ba0.18652527 B0.25077979 O0.56269495,0
Ba0.03677278 Mg0.22283205 Al0.02963776 B0.07354555 O0.19154775 F0.44566411,0
Li0.12430108 V0.04903226 B0.25677419 O0.56989247,1
Fe0.22807815 B0.135393 Pb0.04566106 O0.59086779,0
B0.25194401 Pb0.18506998 O0.562986,1
Ba0.05254861 Zn0.05202312 B0.31634262 O0.57908565,1
Ca0.06077087 B0.35138331 O0.58784583,1
Ba0.05537692 Ca0.00196499 Al0.24258664 B0.11075384 O0.58538764 F0.00392997,0
Ba0.03097643 Mg0.09270483 Al0.2020202 B0.06195286 O0.42693603 F0.18540965,0
Ca0.0618839 Zn0.06161008 B0.30120482 O0.5753012,1
Ba0.1251766 Ca0.01243289 B0.2899124 O0.5724781,1
Cd0.20695652 Ge0.05913043 B0.16347826 O0.57043478,1
Mn0.16822149 Bi0.11676196 B0.14866085 O0.5663557,0
Mn0.00445886 Bi0.35103364 B0.04539927 O0.59910823,0
Ge0.0076864 B0.14911606 Pb0.30207533 O0.54112221,0
K0.2444062 Zn0.03270224 Si0.18932874 O0.53356282,0
Cu0.01269692 B0.35316247 Pb0.04584999 O0.58829062,1
Ca0.04682702 Be0.04631525 B0.32548618 O0.58137155,1
Mn0.0470105 B0.3623916 O0.5905979,1
Ca0.09033281 V0.13900838 B0.13312203 O0.63753679,1
K0.2807377 Bi0.10502049 B0.12653689 O0.48770492,0
Sr0.07346839 Bi0.0244081 B0.31681718 O0.58530632,1
Li0.24670026 B0.23278138 Mo0.01199904 O0.50851932,0
Ba0.13853248 Ca0.06194868 Ge0.07778669 B0.12149158 O0.47634322 F0.12389735,1
Ca0.12871287 Be0.12729844 B0.19519095 O0.54879774,1
Tl0.03396833 Zn0.03787009 B0.34932293 O0.57883865,1
Bi0.2996 B0.1004 O0.6,0
Ba0.03491988 B0.22626166 Mo0.09112652 O0.64769194,1
Zn0.12328767 Bi0.24657534 B0.05479452 O0.57534247,0
Ca0.07376649 B0.34098681 O0.5852467,1
Tl0.0182417 Zn0.08284773 B0.32277679 O0.57613377,1
Zn0.12167764 Sb0.09851256 P0.14581809 O0.63399171,0
Tl0.21536218 B0.27078269 O0.51385513,1
Li0.1895994 Th0.02786763 B0.2527992 O0.52973376,0
Cd0.18438762 Ge0.06460296 B0.17496635 O0.57604307,1
Ca0.06673068 Al0.07777244 B0.26884301 O0.58665386,1
Li0.02165917 Al0.03637107 B0.35063343 O0.59133633,1
Sm0.0788 B0.3212 O0.6,1
Ca0.17043537 Be0.05872427 B0.21667229 O0.55416807,1
Ag0.17588591 P0.1624892 W0.04019015 I0.01339672 O0.60803803,1
Ag0.30022145 P0.12780766 I0.20468206 O0.36728883,0
Li0.24900596 P0.16749503 Cl0.0805169 O0.50298211,0
Ti0.08783784 V0.13320463 P0.07722008 O0.70173745,1
Fe0.186843 P0.152255 O0.660902,0
Ba0.06217936 Ti0.0313975 P0.22327109 O0.68315206,1
V0.15632615 Zn0.06241799 P0.09372071 O0.68753515,1
Co0.05454545 P0.25454545 O0.69090909,1
Tl0.22249389 B0.26650367 O0.51100244,1
Ca0.10307316 Be0.01686157 B0.30405222 O0.57601305,1
Sr0.04493872 Bi0.13345438 B0.23059464 O0.59101226,1
Ge0.14245307 Sb0.2288506 Pb0.00025714 O0.62843919,1
Ca0.14329268 Ge0.23780488 O0.61890244,0
Cd0.1723301 B0.26213592 O0.56553398,0
Nd0.0635324 Cr0.01572427 P0.22236341 O0.69837992,0
Zn0.22240747 B0.22207402 O0.55551851,0
K0.02161588 V0.13571935 B0.19702339 O0.64564139,1
Cd0.08523677 Ge0.06852368 Bi0.24958217 O0.59665738,0
Zn0.18652527 Bi0.12538989 B0.12538989 O0.56269495,1
Tl0.00850702 B0.38026372 Pb0.01829009 O0.59293917,0
K0.00141844 V0.11489362 B0.23829787 O0.64539007,1
Mg0.15412186 Al0.07885305 Si0.16487455 O0.60215054,1
Ba0.01362937 B0.29588921 Mo0.05825456 O0.63222686,1
La0.04407088 Ti0.06792367 B0.27442072 O0.61358473,0
Si0.13157895 Ge0.02631579 B0.21052632 O0.63157895,0
Y0.0296 Fe0.09 B0.2804 O0.6,1
Li0.00401606 B0.23694779 Sb0.16064257 O0.59839357,1
Cd0.15074063 B0.27940749 O0.56985187,1
La0.05887522 Th0.04920914 B0.28207381 O0.60984183,1
Ba0.02129105 Cd0.02287656 B0.36466591 O0.59116648,0
Li0.26709402 Si0.03418803 B0.19871795 O0.5,1
Bi0.26093906 B0.13906094 O0.6,1
Sr0.02172987 La0.04303366 B0.33958245 O0.59565403,1
Zn0.07218517 B0.14358572 Pb0.24833268 O0.53589643,0
Tl0.19754977 B0.09035222 Pb0.2388974 O0.47320061,0
Si0.07894737 Ge0.07894737 B0.21052632 O0.63157895,0
K0.07159905 Be0.04057279 B0.32458234 O0.56324582,0
Li0.21404682 V0.16889632 B0.03511706 O0.5819398,1
Sr0.0889283 La0.15201419 B0.17684317 O0.58221434,0
Sr0.05854691 Bi0.23512814 B0.11803433 O0.58829062,1
Zn0.04116529 Cd0.15326156 B0.24445852 O0.56111463,1
Bi0.16 B0.24 O0.6,1
Tl0.12596006 Zn0.13671275 B0.21505376 O0.52227343,1
Li0.02200592 B0.32924249 Mo0.03597122 O0.61278036,0
Mg0.06624406 B0.24405705 Pb0.12868463 O0.56101426,1
Li0.25012506 Ge0.00025013 B0.24962481 O0.5,0
Sr0.07883369 Ge0.05669546 B0.26889849 O0.59557235,1
Ba0.0173772 B0.21594069 Mo0.10634847 O0.66033364,1
B0.28626163 Sb0.00930487 Pb0.12588944 O0.57854406,0
K0.07697471 Sn0.0203625 B0.32938017 O0.57328261,1
Ba0.02493551 Ga0.12381771 B0.25623388 O0.5950129,1
La0.09782058 Cd0.08945768 B0.23061328 O0.58210846,1
Al0.09316623 B0.25821707 Pb0.06077087 O0.58784583,1
Li0.09368726 B0.30916797 W0.0216373 O0.57550747,1
Ti0.03284258 V0.19123119 P0.06633231 O0.70959392,1
Li0.19972196 P0.18952734 Cl0.07414272 O0.53660797,0
Sr0.0497375 Ge0.11688312 B0.21995026 O0.61342912,1
V0.17821782 Cd0.0310231 P0.08976898 O0.7009901,1
Li0.48392857 B0.10297619 Mo0.00416667 O0.40892857,0
Ti0.07845519 B0.29050279 Pb0.01918873 O0.61185329,0
Ti0.05124056 B0.27292341 Pb0.0819849 O0.59385113,1
Ti0.06862398 B0.14927485 Pb0.21047046 O0.5716307,0
Sr0.2 V0.00255591 B0.23642173 O0.56102236,0
Ca0.0781084 Zr0.04702444 B0.28108395 O0.59378321,1
Ti0.04168369 B0.09399264 Pb0.31998365 O0.54434001,1
Ti0.03564933 B0.15787559 Pb0.24918152 O0.55729356,1
Sr0.09756098 V0.07317073 B0.2195122 O0.6097561,1
K0.27521459 Ti0.0818133 P0.09763948 O0.54533262,0
Sr0.21311475 B0.2295082 O0.55737705,1
B0.4 O0.6,1
Mn0.02267836 V0.24035756 B0.04535673 O0.69160735,1
Y0.1616 Al0.12 B0.1184 O0.6,0
Ge0.06236651 B0.05553182 Pb0.33703545 O0.54506621,0
Sc0.03416049 Tl0.18820496 Ge0.21076378 O0.56687077,1
Ca0.0696325 La0.00048356 B0.34381044 O0.5860735,1
La0.11472275 Ti0.09751434 B0.16826004 O0.61950287,1
Li0.07637571 Mg0.03652751 B0.32495256 O0.56214421,1
Ca0.06761566 Zn0.05529702 B0.30166986 O0.57541747,1
Mg0.16921665 B0.22888617 W0.02233782 O0.57955936,0
Ba0.07326007 La0.06251526 B0.27887668 O0.58534799,1
V0.21686747 Sb0.09638554 O0.68674699,0
Ca0.11235015 Zr0.02843602 B0.27599665 O0.58321717,1
V0.16735305 Cd0.03444403 B0.13815051 O0.66005241,1
Tl0.24136931 Cd0.07020598 B0.19901364 O0.48941108,0
Ag0.20781032 B0.25662483 Cl0.09344491 O0.44211994,0
Cu0.0365319 B0.34193863 Pb0.03604481 O0.58548466,1
Ba0.03570191 Zn0.20866551 B0.20450607 O0.55112652,0
Bi0.26 B0.14 O0.6,1
B0.13872374 Pb0.32659532 O0.53468094,1
Sr0.19897796 Ga0.06898754 B0.17183009 O0.56020441,0
Sr0.11016498 B0.31186801 O0.577967,1
Al0.02774566 B0.33063584 Pb0.05202312 O0.58959538,0
Mg0.05944056 B0.33366633 Pb0.02347652 O0.58341658,1
Ba0.05708245 Ge0.29527837 O0.64763918,0
Mn0.00734302 V0.2727409 B0.01228833 O0.70762775,1
Ba0.13090551 Ga0.01574803 Ge0.18143045 O0.36286089 F0.30905512,0
B0.16428033 Pb0.29464959 O0.54107008,0
Ca0.00241741 La0.20145044 B0.19661563 O0.59951652,1
Cd0.21840708 Ge0.05734513 B0.15646018 O0.56778761,1
K0.16310845 B0.27611728 O0.43068602 F0.13008824,0
K0.05732028 Mg0.04561739 B0.32911392 O0.56794841,0
Ca0.07823961 V0.21597392 B0.03504482 O0.67074165,1
V0.03175833 B0.35553834 O0.61270333,1
Bi0.05431568 B0.25383168 Pb0.11481581 O0.57703684,1
Sr0.02074946 La0.09166925 Ge0.24310932 O0.64447197,1
Zn0.0212766 Bi0.34042553 B0.04255319 O0.59574468,0
Zn0.03272568 Bi0.30792884 B0.06589062 O0.59345486,0
B0.17525773 Pb0.28092784 O0.54381443,1
Li0.35002555 V0.07256004 B0.08840061 O0.4890138,0
Sr0.14061888 Mg0.03446925 Ge0.21660791 O0.60830396,0
Be0.12496401 B0.28275266 Pb0.02159516 O0.57068817,0
Ca0.09726444 Zr0.04421111 B0.26913512 O0.58938933,1
Mg0.16328963 Al0.03098927 B0.23837902 O0.56734207,1
Mn0.01830336 V0.25911189 B0.02260067 O0.69998408,1
Sr0.05531808 Ca0.03042494 B0.33140558 O0.5828514,1
B0.00074934 Pb0.37429749 O0.12588985 F0.49906332,1
Mn0.00168382 V0.06959775 B0.30121609 O0.62750234,1
Ba0.12883436 Ga0.03132063 Ge0.16273813 O0.32547627 F0.35163061,0
B0.22185154 Pb0.16708368 O0.38865721 F0.22240756,1
Ca0.05594406 Zr0.04045954 B0.30669331 O0.5969031,1
Ba0.15976331 Al0.21952663 B0.05266272 O0.56804734,0
Mg0.1087565 Be0.09076369 Ge0.20031987 O0.60015994,0
B0.37030451 Pb0.03711936 O0.59257613,0
Zn0.20360825 B0.2371134 O0.55927835,1
V0.06344773 Cd0.02035116 B0.29489226 O0.62130886,1
Ba0.10610932 Ta0.16995866 B0.07717042 O0.6467616,0
Sr0.06352413 V0.06823793 B0.25364759 O0.61459035,1
Zn0.12291267 B0.30166986 O0.57541747,1
La0.02037962 Bi0.22177822 B0.15784216 O0.6,0
V0.21067465 Cd0.03047384 B0.08067641 O0.67817509,1
Ca0.19553975 Al0.22495152 Ge0.0155139 O0.56399483,1
Cu0.06668846 B0.23079438 Pb0.14481857 O0.55769859,1
Mn0.03080569 V0.24610697 B0.03080569 O0.69228165,1
K0.13533152 Bi0.04586739 B0.2729337 O0.54586739,0
Li0.11392699 B0.25389444 Mo0.04859335 O0.58358521,1
Mg0.11539585 Ge0.05725971 B0.23897166 O0.58837277,1
Sr0.07406502 Bi0.16572965 B0.17501833 O0.585187,1
Th0.04179811 Mg0.18414826 Ge0.16876972 O0.60528391,0
Mn0.14387872 Fe0.05606407 B0.22883295 O0.57122426,1
Ba0.08219178 La0.14993773 B0.18430884 O0.58356164,0
Ag0.34464945 W0.09557196 I0.20147601 O0.35830258,0
La0.2359736 Zr0.01567657 B0.14521452 O0.60313531,0
Sm0.0808 Al0.1196 B0.1996 O0.6,1
Li0.04497354 Mn0.09259259 B0.2989418 O0.56349206,1
Li0.04907306 Mn0.1046892 B0.2868048 O0.55943293,1
Ba0.03671103 La0.12966939 B0.22627737 O0.53392014 F0.07342207,1
Ba0.118828 Al0.09929463 B0.20564297 O0.5762344,1
Cd0.1875 B0.25 O0.5625,1
Sr0.24137931 B0.20689655 O0.55172414,1
Sr0.06666667 V0.08888889 B0.22222222 O0.62222222,1
Mn0.12441637 Fe0.05383137 B0.24663554 O0.57511673,1
Sr0.13513514 V0.05405405 B0.21621622 O0.59459459,1
Li0.13536201 B0.03672613 W0.17628541 O0.65162644,0
Ba0.05456965 La0.14818101 B0.1863354 O0.50177462 F0.10913931,1
Zn0.11158569 Bi0.2076882 B0.10304325 O0.57768286,0
Be0.07541322 Tl0.06508264 B0.30061983 O0.5588843,0
Sr0.18181818 V0.03030303 B0.21212121 O0.57575758,1
Cd0.16596765 Bi0.02276812 B0.24445776 O0.56680647,0
Ba0.0251667 La0.21553022 B0.16433642 O0.59496666,0
La0.1890189 Th0.06255626 B0.13591359 O0.61251125,0
